Gtm,Date,Location,Opp_name,Type,Rslt,Tm,Opp_score,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,eFG%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp
1,2012-11-09,"",Georgia Southern,REG (Non-Conf),W,85,54,"",27,51,.529,13,24,.542,14,27,.519,.657,18,21,.857,13,15,28,19,14,1,13,17,16,39,.410,4,13,.308,12,26,.462,.462,18,25,.720,9,13,22,8,7,2,21,20
2,2012-11-13,"",Northern Illinois,REG (Non-Conf),W,69,46,"",25,48,.521,13,24,.542,12,24,.500,.656,6,9,.667,3,28,31,16,8,7,16,9,19,65,.292,4,18,.222,15,47,.319,.323,4,7,.571,13,19,32,7,10,5,13,12
3,2012-11-15,@,Nebraska,REG (Non-Conf),L,48,50,"",16,47,.340,2,15,.133,14,32,.438,.362,14,21,.667,4,26,30,7,3,0,11,15,19,51,.373,5,12,.417,14,39,.359,.422,7,11,.636,5,24,29,12,1,5,12,20
4,2012-11-18,@,Kent State,REG (Non-Conf),W,88,83,OT,25,43,.581,4,12,.333,21,31,.677,.628,34,41,.829,6,16,22,12,6,6,20,27,24,55,.436,5,10,.500,19,45,.422,.482,30,40,.750,13,12,25,6,10,3,18,32
5,2012-11-23,"",Chicago State,REG (Non-Conf),W,67,46,"",25,63,.397,6,21,.286,19,42,.452,.444,11,14,.786,16,27,43,14,5,2,11,13,18,50,.360,4,13,.308,14,37,.378,.400,6,12,.500,5,22,27,9,8,3,13,18
6,2012-11-24,N,Bethune-Cookman,REG (Non-Conf),W,77,64,"",23,42,.548,8,15,.533,15,27,.556,.643,23,31,.742,7,23,30,13,6,1,16,17,24,48,.500,4,11,.364,20,37,.541,.542,12,22,.545,4,14,18,12,8,3,11,22
7,2012-12-02,@,Saint Louis,REG (Non-Conf),L,49,62,"",15,46,.326,5,21,.238,10,25,.400,.380,14,20,.700,9,15,24,6,6,0,18,24,20,36,.556,4,9,.444,16,27,.593,.611,18,27,.667,3,22,25,12,8,5,17,16
8,2012-12-05,"",IPFW,REG (Non-Conf),W,63,52,"",20,49,.408,5,17,.294,15,32,.469,.459,18,25,.720,9,23,32,14,6,4,13,16,16,51,.314,5,12,.417,11,39,.282,.363,15,20,.750,11,23,34,9,7,0,16,24
9,2012-12-08,@,New Mexico,REG (Non-Conf),L,52,65,"",18,37,.486,8,18,.444,10,19,.526,.595,8,13,.615,1,21,22,12,4,1,22,23,20,47,.426,5,13,.385,15,34,.441,.479,20,31,.645,6,17,23,16,9,2,10,15
10,2012-12-15,@,Missouri State,REG (Non-Conf),W,62,54,"",15,37,.405,7,21,.333,8,16,.500,.500,25,36,.694,9,23,32,13,6,4,16,16,22,50,.440,4,6,.667,18,44,.409,.480,6,12,.500,4,14,18,13,6,0,11,28
