Gtm,Date,Location,Opp_name,Type,Rslt,Tm,Opp_score,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,eFG%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp
1,2011-11-13,"",Charleston Southern,REG (Non-Conf),W,85,57,"",31,58,.534,11,22,.500,20,36,.556,.629,12,23,.522,13,26,39,17,5,9,15,19,18,62,.290,5,24,.208,13,38,.342,.331,16,21,.762,11,14,25,12,8,0,23,23
2,2011-11-17,N,Colorado,REG (Non-Conf),W,67,58,"",27,60,.450,8,23,.348,19,37,.514,.517,5,8,.625,11,27,38,12,10,3,15,14,21,49,.429,5,11,.455,16,38,.421,.480,11,19,.579,5,22,27,13,9,2,17,13
3,2011-11-18,N,Alabama,REG (Non-Conf),L,60,70,"",22,65,.338,7,20,.350,15,45,.333,.392,9,15,.600,17,23,40,9,7,5,17,21,23,53,.434,1,8,.125,22,45,.489,.443,23,28,.821,9,27,36,11,8,14,13,20
4,2011-11-20,N,Temple,REG (Non-Conf),L,74,78,OT,29,70,.414,4,20,.200,25,50,.500,.443,12,22,.545,13,26,39,15,5,7,10,21,28,62,.452,7,18,.389,21,44,.477,.508,15,25,.600,7,31,38,14,3,6,12,19
5,2011-11-25,N,UAB,REG (Non-Conf),W,68,46,"",21,53,.396,3,14,.214,18,39,.462,.425,23,30,.767,12,25,37,12,6,1,13,20,17,53,.321,1,16,.063,16,37,.432,.330,11,17,.647,9,17,26,5,1,3,16,24
6,2011-12-01,"",Cal State Fullerton,REG (Non-Conf),W,75,60,"",27,56,.482,5,17,.294,22,39,.564,.527,16,23,.696,10,24,34,17,9,2,18,15,24,51,.471,4,18,.222,20,33,.606,.510,8,15,.533,4,21,25,9,13,2,23,19
7,2011-12-04,"",UNLV,REG (Non-Conf),W,89,70,"",32,54,.593,12,23,.522,20,31,.645,.704,13,19,.684,8,19,27,20,3,1,6,18,24,51,.471,5,20,.250,19,31,.613,.520,17,23,.739,8,16,24,13,2,3,7,21
8,2011-12-07,@,Tulsa,REG (Non-Conf),W,77,67,"",24,46,.522,6,13,.462,18,33,.545,.587,23,28,.821,4,25,29,12,5,5,12,21,22,50,.440,10,19,.526,12,31,.387,.540,13,23,.565,5,18,23,12,3,7,9,21
9,2011-12-10,"",Utah State,REG (Non-Conf),W,83,76,"",26,57,.456,11,25,.440,15,32,.469,.553,20,28,.714,13,22,35,16,3,5,13,18,28,52,.538,5,15,.333,23,37,.622,.587,15,21,.714,3,17,20,9,5,2,12,25
10,2011-12-14,"",Chicago State,REG (Non-Conf),W,94,44,"",32,72,.444,9,35,.257,23,37,.622,.507,21,28,.750,16,36,52,24,10,5,9,15,15,55,.273,2,19,.105,13,36,.361,.291,12,20,.600,6,23,29,3,5,6,19,22
11,2011-12-19,"","",REG (Non-Conf),W,102,53,"",39,62,.629,8,18,.444,31,44,.705,.694,16,23,.696,8,28,36,21,15,3,16,13,18,64,.281,4,21,.190,14,43,.326,.313,13,16,.813,10,14,24,6,10,2,20,19
12,2011-12-28,@,Bradley,REG (Conf),W,90,51,"",33,63,.524,7,16,.438,26,47,.553,.579,17,22,.773,15,30,45,18,11,2,14,22,14,55,.255,3,14,.214,11,41,.268,.282,20,29,.690,13,15,28,6,5,4,16,21
13,2011-12-31,"",Creighton,REG (Conf),L,61,68,"",19,57,.333,5,26,.192,14,31,.452,.377,18,25,.720,10,26,36,9,5,3,10,17,23,54,.426,8,15,.533,15,39,.385,.500,14,18,.778,5,24,29,12,4,1,11,17
14,2012-01-04,@,Evansville,REG (Conf),W,67,66,"",26,44,.591,4,11,.364,22,33,.667,.636,11,13,.846,6,24,30,15,5,5,15,15,23,52,.442,9,17,.529,14,35,.400,.529,11,14,.786,7,13,20,17,7,1,8,12
15,2012-01-07,@,Southern Illinois,REG (Conf),W,83,73,"",29,58,.500,8,19,.421,21,39,.538,.569,17,25,.680,12,22,34,13,5,0,13,16,26,53,.491,6,19,.316,20,34,.588,.547,15,23,.652,6,22,28,14,7,4,12,19
16,2012-01-10,"",Illinois State,REG (Conf),W,65,62,"",22,53,.415,4,18,.222,18,35,.514,.453,17,22,.773,10,24,34,9,3,4,8,17,21,53,.396,7,25,.280,14,28,.500,.462,13,15,.867,7,23,30,6,4,0,9,17
17,2012-01-13,"",Bradley,REG (Conf),W,78,41,"",29,52,.558,8,18,.444,21,34,.618,.635,12,15,.800,7,32,39,17,6,2,14,13,17,59,.288,2,13,.154,15,46,.326,.305,5,12,.417,10,15,25,11,8,1,12,13
18,2012-01-15,@,Indiana State,REG (Conf),W,75,65,"",21,52,.404,10,20,.500,11,32,.344,.500,23,29,.793,12,23,35,10,5,3,9,17,24,63,.381,7,19,.368,17,44,.386,.437,10,15,.667,17,21,38,17,4,3,11,20
19,2012-01-18,@,Northern Iowa,REG (Conf),W,71,68,"",23,48,.479,5,19,.263,18,29,.621,.531,20,24,.833,4,21,25,8,6,1,8,20,25,52,.481,6,20,.300,19,32,.594,.538,12,16,.750,5,22,27,12,5,2,10,17
20,2012-01-21,"",Southern Illinois,REG (Conf),W,85,42,"",33,61,.541,4,16,.250,29,45,.644,.574,15,22,.682,9,25,34,17,8,7,9,20,17,50,.340,2,10,.200,15,40,.375,.360,6,17,.353,10,21,31,8,1,5,22,20
21,2012-01-25,"",Evansville,REG (Conf),W,86,74,"",29,46,.630,4,9,.444,25,37,.676,.674,24,32,.750,2,26,28,19,4,7,11,17,26,60,.433,5,14,.357,21,46,.457,.475,17,22,.773,8,13,21,15,4,3,10,27
22,2012-01-28,@,Drake,REG (Conf),L,86,93,3OT,31,76,.408,7,25,.280,24,51,.471,.454,17,19,.895,10,28,38,15,11,3,18,29,32,73,.438,5,17,.294,27,56,.482,.473,24,36,.667,12,31,43,16,10,6,13,20
23,2012-02-01,@,Missouri State,REG (Conf),W,74,67,"",27,55,.491,8,21,.381,19,34,.559,.564,12,14,.857,8,22,30,16,4,3,10,14,25,56,.446,7,21,.333,18,35,.514,.509,10,14,.714,7,18,25,16,5,0,10,15
24,2012-02-04,"",Indiana State,REG (Conf),W,71,66,"",23,56,.411,1,8,.125,22,48,.458,.420,24,30,.800,8,25,33,10,7,8,9,13,24,61,.393,8,22,.364,16,39,.410,.459,10,16,.625,13,22,35,11,4,1,14,24
25,2012-02-08,"",Northern Iowa,REG (Conf),W,82,57,"",33,59,.559,12,19,.632,21,40,.525,.661,4,4,1.000,8,24,32,20,6,2,8,10,20,51,.392,8,21,.381,12,30,.400,.471,9,13,.692,6,16,22,11,5,0,11,9
26,2012-02-11,@,Creighton,REG (Conf),W,89,68,"",32,55,.582,8,16,.500,24,39,.615,.655,17,17,1.000,8,28,36,17,0,3,9,18,23,57,.404,5,23,.217,18,34,.529,.447,17,22,.773,7,14,21,14,4,2,6,16
27,2012-02-15,"",Missouri State,REG (Conf),W,73,58,"",25,42,.595,11,19,.579,14,23,.609,.726,12,15,.800,2,25,27,17,4,3,12,9,25,64,.391,7,15,.467,18,49,.367,.445,1,2,.500,7,17,24,14,4,1,6,15
28,2012-02-18,@,Davidson,REG (Non-Conf),W,91,74,"",35,55,.636,5,9,.556,30,46,.652,.682,16,21,.762,5,28,33,15,3,6,10,13,27,62,.435,9,27,.333,18,35,.514,.508,11,16,.688,6,16,22,15,4,2,8,17
29,2012-02-22,@,Illinois State,REG (Conf),W,68,55,"",26,55,.473,10,23,.435,16,32,.500,.564,6,8,.750,7,24,31,15,9,2,14,17,20,53,.377,6,15,.400,14,38,.368,.434,9,14,.643,8,23,31,9,7,3,13,13
30,2012-02-25,"",Drake,REG (Conf),W,81,58,"",29,65,.446,6,25,.240,23,40,.575,.492,17,20,.850,10,28,38,16,8,8,10,10,21,59,.356,9,23,.391,12,36,.333,.432,7,9,.778,3,23,26,6,6,2,15,17
31,2012-03-02,N,Indiana State,CTOURN,W,72,48,"",31,62,.500,7,14,.500,24,48,.500,.556,3,5,.600,11,29,40,15,9,5,13,18,14,52,.269,5,22,.227,9,30,.300,.317,15,21,.714,7,15,22,5,8,3,12,10
32,2012-03-03,N,Illinois State,CTOURN,L,64,65,"",22,63,.349,7,23,.304,15,40,.375,.405,13,17,.765,14,26,40,6,4,3,14,21,19,56,.339,7,21,.333,12,35,.343,.402,20,22,.909,10,24,34,6,7,3,8,16
