Gtm,Date,Location,Opp_name,Type,Rslt,Tm,Opp_score,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,eFG%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp
1,2012-11-09,@,Coastal Carolina,REG (Non-Conf),L,70,74,OT,21,57,.368,11,33,.333,10,24,.417,.465,17,26,.654,13,20,33,13,13,4,17,21,26,57,.456,6,13,.462,20,44,.455,.509,16,25,.640,11,24,35,12,8,2,20,22
2,2012-11-12,"","",REG (Non-Conf),W,97,53,"",38,66,.576,13,29,.448,25,37,.676,.674,8,10,.800,13,30,43,15,8,10,10,6,20,64,.313,6,25,.240,14,39,.359,.359,7,11,.636,13,17,30,6,2,1,14,16
3,2012-11-15,N,Oklahoma State,REG (Non-Conf),L,65,69,OT,21,70,.300,8,26,.308,13,44,.295,.357,15,23,.652,18,21,39,10,4,6,12,21,21,56,.375,4,13,.308,17,43,.395,.411,23,28,.821,13,26,39,8,8,7,15,20
4,2012-11-16,N,UNC Asheville,REG (Non-Conf),W,82,63,"",26,53,.491,12,24,.500,14,29,.483,.604,18,23,.783,7,21,28,17,10,5,11,22,21,44,.477,3,5,.600,18,39,.462,.511,18,28,.643,6,18,24,8,3,0,14,18
5,2012-11-18,N,Penn State,REG (Non-Conf),W,85,60,"",27,48,.563,8,16,.500,19,32,.594,.646,23,31,.742,10,21,31,14,7,9,9,21,20,55,.364,7,21,.333,13,34,.382,.427,13,20,.650,13,13,26,8,5,1,13,24
6,2012-12-02,"",Middle Tennessee,REG (Non-Conf),W,82,77,OT,30,57,.526,7,20,.350,23,37,.622,.588,15,24,.625,6,16,22,15,9,9,16,21,26,56,.464,4,10,.400,22,46,.478,.500,21,26,.808,10,20,30,11,9,5,20,24
7,2012-12-09,@,Creighton,REG (Non-Conf),L,61,77,"",24,57,.421,4,17,.235,20,40,.500,.456,9,12,.750,6,20,26,14,3,7,11,15,30,62,.484,10,22,.455,20,40,.500,.565,7,9,.778,11,24,35,17,6,3,7,16
8,2012-12-15,@,Detroit Mercy,REG (Non-Conf),L,73,80,"",28,53,.528,6,16,.375,22,37,.595,.585,11,22,.500,8,21,29,13,6,7,19,23,23,55,.418,8,20,.400,15,35,.429,.491,26,39,.667,12,21,33,11,9,4,12,17
9,2012-12-18,"",ArkansasâPine Bluff,REG (Non-Conf),W,76,46,"",25,58,.431,11,34,.324,14,24,.583,.526,15,22,.682,18,29,47,19,9,7,25,13,16,55,.291,2,7,.286,14,48,.292,.309,12,15,.800,3,14,17,7,18,2,18,20
10,2012-12-23,"",Cleveland State,REG (Non-Conf),W,87,57,"",33,62,.532,9,24,.375,24,38,.632,.605,12,16,.750,13,28,41,24,7,2,14,19,18,52,.346,5,20,.250,13,32,.406,.394,16,23,.696,3,16,19,12,6,3,15,17
