Gtm,Date,Location,Opp_name,Type,Rslt,Tm,Opp_score,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,eFG%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp
1,2017-11-10,"",Cornell,REG (Non-Conf),W,77,45,"",29,70,.414,6,17,.353,23,53,.434,.457,13,18,.722,17,30,47,14,12,6,8,22,13,52,.250,4,27,.148,9,25,.360,.288,15,26,.577,9,21,30,10,1,1,15,15
2,2017-11-14,"",Iona,REG (Non-Conf),W,71,62,"",26,54,.481,6,18,.333,20,36,.556,.537,13,22,.591,10,26,36,12,6,8,15,12,22,60,.367,10,32,.313,12,28,.429,.450,8,10,.800,8,16,24,18,7,3,12,19
3,2017-11-18,"",Texas Southern,REG (Non-Conf),W,80,67,"",26,57,.456,8,24,.333,18,33,.545,.526,20,30,.667,14,18,32,21,8,4,10,19,22,49,.449,8,21,.381,14,28,.500,.531,15,22,.682,3,18,21,16,5,2,10,20
4,2017-11-20,"",Oakland,REG (Non-Conf),W,74,50,"",31,64,.484,3,8,.375,28,56,.500,.508,9,18,.500,10,32,42,13,12,15,14,17,18,59,.305,6,22,.273,12,37,.324,.356,8,11,.727,8,20,28,12,5,3,17,18
5,2017-11-22,"",Toledo,REG (Non-Conf),W,72,64,"",27,63,.429,4,18,.222,23,45,.511,.460,14,20,.700,14,33,47,9,6,6,9,18,18,54,.333,12,25,.480,6,29,.207,.444,16,22,.727,6,20,26,12,5,3,8,18
6,2017-11-27,"",Maryland,REG (Non-Conf),W,72,70,"",28,63,.444,3,18,.167,25,45,.556,.468,13,20,.650,13,19,32,12,12,5,13,18,23,51,.451,11,23,.478,12,28,.429,.559,13,20,.650,9,18,27,22,7,5,18,21
7,2017-12-02,N,Kansas,REG (Non-Conf),L,60,76,"",18,56,.321,6,27,.222,12,29,.414,.375,18,26,.692,12,21,33,9,9,1,17,16,27,55,.491,11,31,.355,16,24,.667,.591,11,13,.846,7,24,31,22,4,3,16,21
8,2017-12-05,N,Connecticut,REG (Non-Conf),W,72,63,"",22,51,.431,4,16,.250,18,35,.514,.471,24,33,.727,12,22,34,9,11,4,15,20,20,47,.426,7,19,.368,13,28,.464,.500,16,23,.696,6,15,21,11,7,3,17,21
9,2017-12-09,"",Colgate,REG (Non-Conf),W,72,58,"",25,48,.521,7,19,.368,18,29,.621,.594,15,21,.714,8,25,33,15,7,5,7,5,21,51,.412,14,35,.400,7,16,.438,.549,2,4,.500,6,16,22,20,1,1,10,19
10,2017-12-16,@,Georgetown,REG (Non-Conf),W,86,79,OT,28,69,.406,10,23,.435,18,46,.391,.478,20,28,.714,18,25,43,15,8,4,16,23,26,57,.456,2,17,.118,24,40,.600,.474,25,30,.833,8,26,34,20,11,8,15,25
11,2017-12-19,"",Buffalo,REG (Non-Conf),W,81,74,"",26,52,.500,5,11,.455,21,41,.512,.548,24,29,.828,8,22,30,13,8,8,15,13,26,69,.377,10,34,.294,16,35,.457,.449,12,13,.923,12,17,29,19,9,3,13,24
12,2017-12-22,"",St. Bonaventure,REG (Non-Conf),L,57,60,OT,18,60,.300,3,19,.158,15,41,.366,.325,18,28,.643,10,28,38,9,8,9,15,22,18,55,.327,7,18,.389,11,37,.297,.391,17,23,.739,6,26,32,13,4,3,15,23
13,2017-12-27,"",Eastern Michigan,REG (Non-Conf),W,62,47,"",18,46,.391,6,19,.316,12,27,.444,.457,20,26,.769,9,25,34,13,9,8,9,7,20,54,.370,3,15,.200,17,39,.436,.398,4,6,.667,8,19,27,11,7,3,13,19
