Gtm,Date,Location,Opp_name,Type,Rslt,Tm,Opp_score,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,eFG%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp
1,2013-11-08,"",Radford,REG (Non-Conf),W,76,54,"",24,48,.500,5,9,.556,19,39,.487,.552,23,29,.793,9,32,41,12,9,4,16,21,20,60,.333,5,21,.238,15,39,.385,.375,9,21,.429,11,17,28,11,8,3,13,27
2,2013-11-12,"",Maine,REG (Non-Conf),W,108,81,"",38,70,.543,11,28,.393,27,42,.643,.621,21,28,.750,16,31,47,21,3,9,13,19,32,74,.432,5,19,.263,27,55,.491,.466,12,24,.500,15,21,36,14,11,2,11,24
3,2013-11-16,@,Manhattan,REG (Non-Conf),W,80,74,"",25,53,.472,6,15,.400,19,38,.500,.528,24,39,.615,12,25,37,14,8,6,15,21,23,57,.404,9,30,.300,14,27,.519,.482,19,26,.731,9,19,28,14,8,4,12,27
4,2013-11-19,"",Delaware State,REG (Non-Conf),W,94,50,"",35,58,.603,10,17,.588,25,41,.610,.690,14,19,.737,11,27,38,25,11,6,12,20,17,51,.333,4,15,.267,13,36,.361,.373,12,20,.600,7,15,22,13,6,5,15,15
5,2013-11-28,N,Miami (FL),REG (Non-Conf),W,71,63,OT,29,61,.475,8,16,.500,21,45,.467,.541,5,9,.556,6,24,30,10,7,5,6,16,21,58,.362,6,17,.353,15,41,.366,.414,15,17,.882,10,25,35,9,5,6,12,15
6,2013-11-29,N,Marquette,REG (Non-Conf),L,60,76,"",20,60,.333,4,19,.211,16,41,.390,.367,16,26,.615,13,17,30,10,4,9,7,18,26,58,.448,8,15,.533,18,43,.419,.517,16,20,.800,12,28,40,17,2,4,11,20
7,2013-12-01,N,Creighton,REG (Non-Conf),W,60,53,"",24,61,.393,4,9,.444,20,52,.385,.426,8,12,.667,10,21,31,15,6,6,10,11,19,56,.339,7,25,.280,12,31,.387,.402,8,10,.800,10,25,35,9,2,4,13,17
8,2013-12-04,"",Rutgers,REG (Non-Conf),W,93,87,"",30,57,.526,6,12,.500,24,45,.533,.579,27,37,.730,12,18,30,20,7,3,11,17,31,61,.508,13,27,.481,18,34,.529,.615,12,14,.857,11,15,26,15,2,4,15,28
9,2013-12-08,N,Maryland,REG (Non-Conf),W,77,75,"",24,54,.444,3,10,.300,21,44,.477,.472,26,33,.788,12,25,37,15,10,3,19,23,25,64,.391,5,19,.263,20,45,.444,.430,20,26,.769,16,17,33,7,11,5,17,24
10,2013-12-11,"",Boston University,REG (Non-Conf),W,70,60,"",21,53,.396,6,13,.462,15,40,.375,.453,22,31,.710,11,27,38,12,7,7,12,11,22,56,.393,11,27,.407,11,29,.379,.491,5,8,.625,5,22,27,11,5,2,16,24
11,2013-12-21,"",UMBC,REG (Non-Conf),W,74,61,"",28,53,.528,5,19,.263,23,34,.676,.575,13,27,.481,10,22,32,12,10,7,17,17,24,52,.462,5,15,.333,19,37,.514,.510,8,11,.727,6,16,22,14,10,1,19,21
12,2013-12-28,@,Hofstra,REG (Non-Conf),W,69,58,"",24,47,.511,8,16,.500,16,31,.516,.596,13,22,.591,9,16,25,13,12,5,9,17,22,52,.423,7,22,.318,15,30,.500,.490,7,14,.500,16,14,30,7,3,2,16,22
13,2013-12-31,@,Kansas State,REG (Non-Conf),L,55,72,"",17,50,.340,3,15,.200,14,35,.400,.370,18,30,.600,9,23,32,11,9,3,13,18,28,58,.483,6,18,.333,22,40,.550,.534,10,21,.476,10,23,33,20,10,3,13,25
14,2014-01-03,"",Georgia,REG (Non-Conf),W,73,55,"",25,57,.439,3,15,.200,22,42,.524,.465,20,28,.714,13,20,33,10,11,5,10,18,23,50,.460,1,10,.100,22,40,.550,.470,8,15,.533,9,20,29,4,6,7,20,22
