Year,Round,W_Region,W_Seed,W_Team,W_Score,L_Region,L_Seed,L_Team,L_Score,OT
2011,First Round (Round of 64),4,8,Butler,60,4,9,Old Dominion,58,0
2011,Second Round (Round of 32),1,1,Ohio State,98,1,8,George Mason,66,0
2011,Second Round (Round of 32),1,2,North Carolina,86,1,7,Washington,83,0
2011,Second Round (Round of 32),1,11,Marquette,66,1,3,Syracuse,62,0
2011,Second Round (Round of 32),1,4,Kentucky,71,1,5,West Virginia,73,0
2011,Second Round (Round of 32),2,1,Duke,73,2,8,Michigan,71,0
2011,Second Round (Round of 32),2,2,San Diego State,71,2,7,Temple,64,1
2011,Second Round (Round of 32),2,3,UConn,69,2,6,Cincinnati,58,0
2011,Second Round (Round of 32),2,5,Arizona,70,2,4,Texas,69,0
2011,Second Round (Round of 32),3,1,Kansas,73,3,9,Illinois,59,0
2011,Second Round (Round of 32),3,10,Florida State,71,3,2,Notre Dame,57,0
2011,Second Round (Round of 32),3,11,VCU,94,3,3,Purdue,76,0
2011,Second Round (Round of 32),3,12,Richmond,65,3,13,Morehead State,48,0
2011,Second Round (Round of 32),4,8,Butler,71,4,1,Pitt,70,0
2011,Second Round (Round of 32),4,2,Florida,73,4,7,UCLA,65,0
2011,Second Round (Round of 32),4,3,BYU,89,4,11,Gonzaga,67,0
2011,Second Round (Round of 32),4,4,Wisconsin,70,4,5,Kansas State,65,0
2011,Sweet 16,1,4,Kentucky,62,1,1,Ohio State,60,0
2011,Sweet 16,1,2,North Carolina,81,1,11,Marquette,63,0
2011,Sweet 16,2,5,Arizona,93,2,1,Duke,77,0
2011,Sweet 16,2,3,UConn,74,2,2,San Diego State,67,0
2011,Sweet 16,3,1,Kansas,77,3,12,Richmond,57,0
2011,Sweet 16,3,11,VCU,72,3,10,Florida State,71,1
2011,Sweet 16,4,8,Butler,61,4,4,Wisconsin,54,0
2011,Sweet 16,4,2,Florida,83,4,3,BYU,74,1
2011,Elite Eight,1,4,Kentucky,76,1,2,North Carolina,69,0
2011,Elite Eight,2,3,UConn,65,2,5,Arizona,63,0
2011,Elite Eight,3,11,VCU,71,3,1,Kansas,61,0
2011,Elite Eight,4,8,Butler,74,4,2,Florida,71,1
2011,Final Four,2,3,UConn,56,1,4,Kentucky,55,0
2011,Final Four,4,8,Butler,70,3,11,VCU,62,0
2011,National Championship,2,3,UConn,53,4,8,Butler,41,0
2012,First Four,1,16,Western Kentucky,59,1,16,Mississippi Valley State,58,0
2012,First Four,2,14,BYU,78,2,14,Iona,72,0
2012,First Four,4,16,Vermont,71,4,16,Lamar,59,0
2012,First Four,4,12,South Florida,65,4,12,California,54,0
2012,First Round (Round of 64),3,1,Syracuse,72,3,16,UNC Asheville,65,0
2012,First Round (Round of 64),3,2,Ohio State,78,3,15,Loyola (Md.),59,0
2012,First Round (Round of 64),3,3,Florida State,66,3,14,St. Bonaventure,63,0
2012,First Round (Round of 64),3,4,Wisconsin,73,3,13,Montana,49,0
2012,First Round (Round of 64),3,5,Vanderbilt,79,3,12,Harvard,70,0
2012,First Round (Round of 64),3,6,Cincinnati,65,3,11,Texas,59,0
2012,First Round (Round of 64),3,7,Gonzaga,77,3,10,West Virginia,54,0
2012,First Round (Round of 64),3,8,Kansas State,70,3,9,Southern Miss,64,0
2012,First Round (Round of 64),2,1,Michigan State,89,2,16,Long Island,67,0
2012,First Round (Round of 64),2,15,Norfolk State,86,2,2,Missouri,84,0
2012,First Round (Round of 64),2,3,Marquette,88,2,14,BYU,68,0
2012,First Round (Round of 64),2,4,Louisville,69,2,13,Davidson,62,0
2012,First Round (Round of 64),2,5,New Mexico,75,2,12,Long Beach State,68,0
2012,First Round (Round of 64),2,6,Murray State,58,2,11,Colorado State,41,0
2012,First Round (Round of 64),2,7,Florida,71,2,10,Virginia,45,0
2012,First Round (Round of 64),2,9,Saint Louis,61,2,8,Memphis,54,0
2012,First Round (Round of 64),1,1,Kentucky,81,1,16,Western Kentucky,66,0
2012,First Round (Round of 64),1,15,Lehigh,75,1,2,Duke,70,0
2012,First Round (Round of 64),1,3,Baylor,68,1,14,South Dakota State,60,0
2012,First Round (Round of 64),1,4,Indiana,79,1,13,New Mexico State,66,0
2012,First Round (Round of 64),1,12,VCU,62,1,5,Wichita State,59,0
2012,First Round (Round of 64),1,11,Colorado,68,1,6,UNLV,64,0
2012,First Round (Round of 64),1,10,Xavier,67,1,7,Notre Dame,63,0
2012,First Round (Round of 64),1,8,Iowa State,77,1,9,UConn,64,0
2012,First Round (Round of 64),4,1,North Carolina,77,4,16,Vermont,58,0
2012,First Round (Round of 64),4,2,Kansas,65,4,15,Detroit,50,0
2012,First Round (Round of 64),4,3,Georgetown,74,4,14,Belmont,59,0
2012,First Round (Round of 64),4,13,Ohio,65,4,4,Michigan,60,0
2012,First Round (Round of 64),4,12,South Florida,58,4,5,Temple,44,0
2012,First Round (Round of 64),4,11,NC State,79,4,6,San Diego State,65,0
2012,First Round (Round of 64),4,10,Purdue,72,4,7,Saint Mary's,69,0
2012,First Round (Round of 64),4,8,Creighton,58,4,7,Alabama,57,0
2012,Second Round (Round of 32),3,1,Syracuse,75,3,8,Kansas State,59,0
2012,Second Round (Round of 32),3,2,Ohio State,73,3,7,Gonzaga,66,0
2012,Second Round (Round of 32),3,6,Cincinnati,62,3,3,Florida State,56,0
2012,Second Round (Round of 32),3,4,Wisconsin,60,3,5,Vanderbilt,57,0
2012,Second Round (Round of 32),2,1,Michigan State,65,2,9,Saint Louis,61,0
2012,Second Round (Round of 32),2,7,Florida,84,2,15,Norfolk State,50,0
2012,Second Round (Round of 32),2,3,Marquette,62,2,6,Murray State,53,0
2012,Second Round (Round of 32),2,4,Louisville,59,2,5,New Mexico,56,0
2012,Second Round (Round of 32),1,1,Kentucky,87,1,8,Iowa State,71,0
2012,Second Round (Round of 32),1,10,Xavier,70,1,15,Lehigh,58,0
2012,Second Round (Round of 32),1,3,Baylor,80,1,11,Colorado,63,0
2012,Second Round (Round of 32),1,4,Indiana,63,1,12,VCU,61,0
2012,Second Round (Round of 32),4,1,North Carolina,87,4,8,Creighton,73,0
2012,Second Round (Round of 32),4,2,Kansas,63,4,10,Purdue,60,0
2012,Second Round (Round of 32),4,11,NC State,66,4,3,Georgetown,63,0
2012,Second Round (Round of 32),4,13,Ohio,62,4,12,South Florida,56,0
2012,Sweet 16,3,1,Syracuse,64,3,4,Wisconsin,63,0
2012,Sweet 16,3,2,Ohio State,81,3,6,Cincinnati,66,0
2012,Sweet 16,2,4,Louisville,57,2,1,Michigan State,44,0
2012,Sweet 16,2,7,Florida,68,2,3,Marquette,58,0
2012,Sweet 16,1,1,Kentucky,102,1,4,Indiana,90,0
2012,Sweet 16,1,3,Baylor,75,1,7,Xavier,70,0
2012,Sweet 16,4,1,North Carolina,73,4,13,Ohio,65,1
2012,Sweet 16,4,2,Kansas,60,4,11,NC State,57,0
2012,Elite Eight,3,2,Ohio State,77,3,1,Syracuse,70,0
2012,Elite Eight,2,4,Louisville,72,2,7,Florida,68,0
2012,Elite Eight,1,1,Kentucky,82,1,3,Baylor,70,0
2012,Elite Eight,4,2,Kansas,80,4,1,North Carolina,67,0
2012,Final Four,1,1,Kentucky,69,2,4,Louisville,61,0
2012,Final Four,4,2,Kansas,64,3,2,Ohio State,62,0
2012,National Championship,1,1,Kentucky,67,4,2,Kansas,59,0
2013,First Four,1,16,North Carolina A&T,73,1,16,Liberty,72,0
2013,First Four,1,11,Saint Mary's,67,1,11,Middle Tennessee,54,0
2013,First Four,4,16,James Madison,68,4,16,Long Island,55,0
2013,First Four,2,13,La Salle,80,2,13,Boise State,71,0
2013,First Round (Round of 64),1,1,Louisville,79,1,16,North Carolina A&T,48,0
2013,First Round (Round of 64),1,2,Duke,73,1,15,Albany,61,0
2013,First Round (Round of 64),1,3,Michigan State,65,1,14,Valparaiso,54,0
2013,First Round (Round of 64),1,4,Saint Louis,64,1,13,New Mexico State,44,0
2013,First Round (Round of 64),1,12,Oregon,68,1,5,Oklahoma State,55,0
2013,First Round (Round of 64),1,6,Memphis,54,1,11,Saint Mary's,52,0
2013,First Round (Round of 64),1,7,Creighton,67,1,10,Cincinnati,63,0
2013,First Round (Round of 64),1,8,Colorado State,84,1,9,Missouri,72,0
2013,First Round (Round of 64),2,1,Gonzaga,64,2,16,Southern,58,0
2013,First Round (Round of 64),2,2,Ohio State,95,2,15,Iona,70,0
2013,First Round (Round of 64),2,14,Harvard,68,2,3,New Mexico,62,0
2013,First Round (Round of 64),2,13,La Salle,63,2,4,Kansas State,61,0
2013,First Round (Round of 64),2,12,Ole Miss,57,2,5,Wisconsin,46,0
2013,First Round (Round of 64),2,6,Arizona,81,2,11,Belmont,64,0
2013,First Round (Round of 64),2,10,Iowa State,76,2,7,Notre Dame,58,0
2013,First Round (Round of 64),2,9,Wichita State,73,2,8,Pittsburgh,55,0
2013,First Round (Round of 64),4,1,Indiana,83,4,16,James Madison,62,0
2013,First Round (Round of 64),4,2,Miami (Fla.),78,4,15,Pacific,49,0
2013,First Round (Round of 64),4,3,Marquette,59,4,14,Davidson,58,0
2013,First Round (Round of 64),4,4,Syracuse,81,4,13,Montana,34,0
2013,First Round (Round of 64),4,12,California,64,4,5,UNLV,61,0
2013,First Round (Round of 64),4,6,Butler,68,4,11,Bucknell,56,0
2013,First Round (Round of 64),4,7,Illinois,57,4,10,Colorado,49,0
2013,First Round (Round of 64),4,9,Temple,76,4,8,NC State,72,0
2013,First Round (Round of 64),3,1,Kansas,64,3,16,Western Kentucky,57,0
2013,First Round (Round of 64),3,15,Florida Gulf Coast,78,3,2,Georgetown,68,0
2013,First Round (Round of 64),3,3,Florida,79,3,14,Northwestern State,47,0
2013,First Round (Round of 64),3,4,Michigan,71,3,13,South Dakota State,56,0
2013,First Round (Round of 64),3,5,VCU,88,3,4,Akron,42,0
2013,First Round (Round of 64),3,11,Minnesota,83,3,6,UCLA,63,0
2013,First Round (Round of 64),3,7,San Diego State,70,3,10,Oklahoma,55,0
2013,First Round (Round of 64),3,8,North Carolina,78,3,9,Villanova,71,0
2013,Second Round (Round of 32),1,1,Louisville,82,1,8,Colorado State,56,0
2013,Second Round (Round of 32),1,2,Duke,66,1,7,Creighton,50,0
2013,Second Round (Round of 32),1,3,Michigan State,70,1,6,Memphis,48,0
2013,Second Round (Round of 32),1,12,Oregon,74,1,4,Saint Louis,57,0
2013,Second Round (Round of 32),2,9,Wichita State,76,2,1,Gonzaga,70,0
2013,Second Round (Round of 32),2,2,Ohio State,78,2,10,Iowa State,75,0
2013,Second Round (Round of 32),2,6,Arizona,74,2,14,Harvard,51,0
2013,Second Round (Round of 32),2,13,La Salle,76,2,12,Ole Miss,74,0
2013,Second Round (Round of 32),4,1,Indiana,58,4,9,Temple,52,0
2013,Second Round (Round of 32),4,2,Miami (Fla.),63,4,7,Illinois,59,0
2013,Second Round (Round of 32),4,3,Marquette,74,4,6,Butler,72,0
2013,Second Round (Round of 32),4,4,Syracuse,66,4,12,California,60,0
2013,Second Round (Round of 32),3,1,Kansas,70,3,8,North Carolina,58,0
2013,Second Round (Round of 32),3,15,Florida Gulf Coast,81,3,7,San Diego State,71,0
2013,Second Round (Round of 32),3,3,Florida,78,3,11,Minnesota,64,0
2013,Second Round (Round of 32),3,4,Michigan,78,3,5,VCU,53,0
2013,Sweet 16,1,1,Louisville,77,1,12,Oregon,69,0
2013,Sweet 16,1,2,Duke,71,1,3,Michigan State,61,0
2013,Sweet 16,2,9,Wichita State,72,2,13,La Salle,58,0
2013,Sweet 16,2,2,Ohio State,73,2,6,Arizona,70,0
2013,Sweet 16,4,4,Syracuse,61,4,1,Indiana,50,0
2013,Sweet 16,4,3,Marquette,71,4,2,Miami (Fla.),61,0
2013,Sweet 16,3,4,Michigan,87,3,1,Kansas,85,1
2013,Sweet 16,3,3,Florida,62,3,15,Florida Gulf Coast,50,0
2013,Elite Eight,1,1,Louisville,85,1,2,Duke,63,0
2013,Elite Eight,2,9,Wichita State,70,2,2,Ohio State,66,0
2013,Elite Eight,4,4,Syracuse,55,4,3,Marquette,39,0
2013,Elite Eight,3,4,Michigan,79,3,3,Florida,59,0
2013,Final Four,1,1,Louisville,72,2,9,Wichita State,68,0
2013,Final Four,3,4,Michigan,61,4,4,Syracuse,56,0
2013,National Championship,1,1,Louisville,82,3,4,Michigan,76,0
2014,First Four,1,16,Albany,71,1,16,Mount St. Mary's,64,0
2014,First Four,4,16,Cal Poly,81,4,16,Texas Southern,69,0
2014,First Four,4,12,NC State,74,4,12,Xavier,59,0
2014,First Four,4,11,Tennessee,78,4,11,Iowa,65,0
2014,First Round (Round of 64),4,1,Wichita State,64,4,16,Cal Poly,37,0
2014,First Round (Round of 64),4,2,Michigan,57,4,15,Wofford,40,0
2014,First Round (Round of 64),4,14,Mercer,78,4,3,Duke,71,0
2014,First Round (Round of 64),4,4,Louisville,71,4,13,Manhattan,64,0
2014,First Round (Round of 64),4,5,Saint Louis,83,4,12,NC State,80,1
2014,First Round (Round of 64),4,11,Tennessee,86,4,6,UMass,67,0
2014,First Round (Round of 64),4,7,Texas,87,4,10,Arizona State,85,0
2014,First Round (Round of 64),4,8,Kentucky,56,4,9,Kansas State,49,0
2014,First Round (Round of 64),3,1,Arizona,68,3,16,Weber State,59,0
2014,First Round (Round of 64),3,2,Wisconsin,75,3,15,American,35,0
2014,First Round (Round of 64),3,3,Creighton,76,3,14,Louisiana,66,0
2014,First Round (Round of 64),3,4,San Diego State,73,3,13,New Mexico State,69,1
2014,First Round (Round of 64),3,12,North Dakota State,80,3,5,Oklahoma,75,0
2014,First Round (Round of 64),3,6,Baylor,74,3,11,Nebraska,60,0
2014,First Round (Round of 64),3,7,Oregon,87,3,10,BYU,68,0
2014,First Round (Round of 64),3,8,Gonzaga,85,3,9,Oklahoma State,77,0
2014,First Round (Round of 64),2,1,Virginia,70,2,16,Coastal Carolina,59,0
2014,First Round (Round of 64),2,2,Villanova,73,2,15,Milwaukee,53,0
2014,First Round (Round of 64),2,3,Iowa State,93,2,14,North Carolina Central,75,0
2014,First Round (Round of 64),2,4,Michigan State,93,2,13,Delaware,78,0
2014,First Round (Round of 64),2,12,Harvard,61,2,5,Cincinnati,57,0
2014,First Round (Round of 64),2,6,North Carolina,79,2,11,Providence,77,0
2014,First Round (Round of 64),2,7,UConn,89,2,10,Saint Joseph's,81,1
2014,First Round (Round of 64),2,8,Memphis,71,2,9,George Washington,66,0
2014,First Round (Round of 64),1,1,Florida,67,1,16,Albany,55,0
2014,First Round (Round of 64),1,2,Kansas,80,1,15,Eastern Kentucky,69,0
2014,First Round (Round of 64),1,3,Syracuse,77,1,14,Western Michigan,53,0
2014,First Round (Round of 64),1,4,UCLA,76,1,13,Tulsa,59,0
2014,First Round (Round of 64),1,12,Stephen F. Austin,77,1,5,VCU,75,1
2014,First Round (Round of 64),1,11,Dayton,60,1,6,Ohio State,59,0
2014,First Round (Round of 64),1,10,Stanford,58,1,7,New Mexico,53,0
2014,First Round (Round of 64),1,9,Pittsburgh,77,1,8,Colorado,48,0
2014,Second Round (Round of 32),4,8,Kentucky,78,4,1,Wichita State,76,0
2014,Second Round (Round of 32),4,2,Michigan,79,4,7,Texas,65,0
2014,Second Round (Round of 32),4,11,Tennessee,83,4,14,Mercer,63,0
2014,Second Round (Round of 32),4,4,Louisville,66,4,5,Saint Louis,51,0
2014,Second Round (Round of 32),3,1,Arizona,84,3,8,Gonzaga,61,0
2014,Second Round (Round of 32),3,2,Wisconsin,85,3,7,Oregon,77,0
2014,Second Round (Round of 32),3,6,Baylor,85,3,3,Creighton,55,0
2014,Second Round (Round of 32),3,4,San Diego State,63,3,12,North Dakota State,44,0
2014,Second Round (Round of 32),2,1,Virginia,78,2,8,Memphis,60,0
2014,Second Round (Round of 32),2,7,UConn,77,2,2,Villanova,65,0
2014,Second Round (Round of 32),2,3,Iowa State,85,2,6,North Carolina,83,0
2014,Second Round (Round of 32),2,4,Michigan State,80,2,12,Harvard,73,0
2014,Second Round (Round of 32),1,1,Florida,61,1,9,Pittsburgh,45,0
2014,Second Round (Round of 32),1,10,Stanford,60,1,2,Kansas,57,0
2014,Second Round (Round of 32),1,11,Dayton,55,1,3,Syracuse,53,0
2014,Second Round (Round of 32),1,4,UCLA,77,1,12,Stephen F. Austin,65,0
2014,Sweet 16,4,8,Kentucky,74,4,4,Louisville,69,0
2014,Sweet 16,4,2,Michigan,73,4,11,Tennessee,71,0
2014,Sweet 16,3,1,Arizona,70,3,4,San Diego State,64,0
2014,Sweet 16,3,2,Wisconsin,69,3,6,Baylor,52,0
2014,Sweet 16,2,4,Michigan State,61,2,1,Virginia,59,0
2014,Sweet 16,2,7,UConn,81,2,3,Iowa State,76,0
2014,Sweet 16,1,1,Florida,79,1,4,UCLA,68,0
2014,Sweet 16,1,11,Dayton,82,1,10,Stanford,72,0
2014,Elite Eight,4,8,Kentucky,75,4,2,Michigan,72,0
2014,Elite Eight,3,2,Wisconsin,64,3,1,Arizona,63,1
2014,Elite Eight,2,7,UConn,60,2,4,Michigan State,54,0
2014,Elite Eight,1,1,Florida,62,1,11,Dayton,52,0
2014,Final Four,2,7,UConn,63,1,1,Florida,53,0
2014,Final Four,4,8,Kentucky,74,3,2,Wisconsin,73,0
2014,National Championship,2,7,UConn,60,4,8,Kentucky,54,0
2015,First Four,3,11,Dayton,56,3,11,Boise State,55,0
2015,First Four,4,16,Robert Morris,81,4,16,North Florida,77,0
2015,First Four,2,11,Ole Miss,94,2,11,BYU,90,0
2015,First Four,1,16,Hampton,74,1,16,Manhattan,64,0
2015,First Round (Round of 64),1,1,Kentucky,79,1,16,Hampton,56,0
2015,First Round (Round of 64),1,2,Kansas,75,1,15,New Mexico State,56,0
2015,First Round (Round of 64),1,3,Notre Dame,69,1,14,Northeastern,65,0
2015,First Round (Round of 64),1,4,Maryland,65,1,13,Valparaiso,62,0
2015,First Round (Round of 64),1,5,West Virginia,68,1,12,Buffalo,62,0
2015,First Round (Round of 64),1,6,Butler,56,1,11,Texas,48,0
2015,First Round (Round of 64),1,7,Wichita State,81,1,10,Indiana,76,0
2015,First Round (Round of 64),1,8,Cincinnati,66,1,9,Purdue,65,1
2015,First Round (Round of 64),2,1,Wisconsin,86,2,16,Coastal Carolina,72,0
2015,First Round (Round of 64),2,2,Arizona,93,2,15,Texas Southern,72,0
2015,First Round (Round of 64),2,14,Georgia State,57,2,3,Baylor,56,0
2015,First Round (Round of 64),2,4,North Carolina,67,2,13,Harvard,65,0
2015,First Round (Round of 64),2,5,Arkansas,56,2,12,Wofford,53,0
2015,First Round (Round of 64),2,6,Xavier,76,2,11,Ole Miss,57,0
2015,First Round (Round of 64),2,10,Ohio State,75,2,7,VCU,72,1
2015,First Round (Round of 64),2,8,Oregon,79,2,9,Oklahoma State,73,0
2015,First Round (Round of 64),3,1,Villanova,93,3,16,Lafayette,52,0
2015,First Round (Round of 64),3,2,Virginia,79,3,15,Belmont,67,0
2015,First Round (Round of 64),3,3,Oklahoma,69,3,14,Albany,60,0
2015,First Round (Round of 64),3,4,Louisville,57,3,13,UC Irvine,55,0
2015,First Round (Round of 64),3,5,Northern Iowa,71,3,12,Wyoming,54,0
2015,First Round (Round of 64),3,11,Dayton,66,3,6,Providence,53,0
2015,First Round (Round of 64),3,7,Michigan State,70,3,10,Georgia,63,0
2015,First Round (Round of 64),3,8,NC State,66,3,9,LSU,65,0
2015,First Round (Round of 64),4,1,Duke,85,4,16,Robert Morris,56,0
2015,First Round (Round of 64),4,2,Gonzaga,86,4,15,North Dakota State,76,0
2015,First Round (Round of 64),4,14,UAB,60,4,3,Iowa State,59,0
2015,First Round (Round of 64),4,4,Georgetown,84,4,13,Eastern Washington,74,0
2015,First Round (Round of 64),4,5,Utah,57,4,12,Stephen F. Austin,50,0
2015,First Round (Round of 64),4,11,UCLA,60,4,6,SMU,59,0
2015,First Round (Round of 64),4,7,Iowa,83,4,10,Davidson,52,0
2015,First Round (Round of 64),4,8,San Diego State,76,4,9,St. John's,64,0
2015,Second Round (Round of 32),1,1,Kentucky,64,1,8,Cincinnati,51,0
2015,Second Round (Round of 32),1,7,Wichita State,78,1,2,Kansas,65,0
2015,Second Round (Round of 32),1,3,Notre Dame,67,1,6,Butler,64,1
2015,Second Round (Round of 32),1,5,West Virginia,69,1,4,Maryland,59,0
2015,Second Round (Round of 32),2,1,Wisconsin,72,2,8,Oregon,65,0
2015,Second Round (Round of 32),2,2,Arizona,73,2,10,Ohio State,58,0
2015,Second Round (Round of 32),2,6,Xavier,75,2,14,Georgia State,67,0
2015,Second Round (Round of 32),2,4,North Carolina,87,2,5,Arkansas,78,0
2015,Second Round (Round of 32),3,8,NC State,71,3,1,Villanova,68,0
2015,Second Round (Round of 32),3,7,Michigan State,60,3,2,Virginia,54,0
2015,Second Round (Round of 32),3,3,Oklahoma,72,3,11,Dayton,66,0
2015,Second Round (Round of 32),3,4,Louisville,66,3,5,Northern Iowa,53,0
2015,Second Round (Round of 32),4,1,Duke,68,4,8,San Diego State,49,0
2015,Second Round (Round of 32),4,2,Gonzaga,87,4,7,Iowa,68,0
2015,Second Round (Round of 32),4,11,UCLA,92,4,14,UAB,75,0
2015,Second Round (Round of 32),4,5,Utah,75,4,4,Georgetown,64,0
2015,Sweet 16,1,1,Kentucky,78,1,5,West Virginia,39,0
2015,Sweet 16,1,3,Notre Dame,81,1,7,Wichita State,70,0
2015,Sweet 16,2,1,Wisconsin,79,2,4,North Carolina,72,0
2015,Sweet 16,2,2,Arizona,68,2,6,Xavier,60,0
2015,Sweet 16,3,4,Louisville,75,3,8,NC State,65,0
2015,Sweet 16,3,7,Michigan State,62,3,3,Oklahoma,58,0
2015,Sweet 16,4,1,Duke,63,4,5,Utah,57,0
2015,Sweet 16,4,2,Gonzaga,74,4,11,UCLA,62,0
2015,Elite Eight,1,1,Kentucky,68,1,3,Notre Dame,66,0
2015,Elite Eight,2,1,Wisconsin,85,2,2,Arizona,78,0
2015,Elite Eight,3,7,Michigan State,76,3,4,Louisville,70,1
2015,Elite Eight,4,1,Duke,66,4,2,Gonzaga,52,0
2015,Final Four,4,1,Duke,81,3,7,Michigan State,61,0
2015,Final Four,2,1,Wisconsin,71,1,1,Kentucky,64,0
2015,National Championship,4,1,Duke,68,2,1,Wisconsin,63,0
2016,First Four,3,16,Florida Gulf Coast,96,3,16,Fairleigh Dickinson,65,0
2016,First Four,3,11,Michigan,67,3,11,Tulsa,62,0
2016,First Four,2,16,Holy Cross,59,2,16,Southern,55,0
2016,First Four,1,11,Wichita State,70,1,11,Vanderbilt,50,0
2016,First Round (Round of 64),3,1,North Carolina,83,3,16,Florida Gulf Coast,67,0
2016,First Round (Round of 64),3,2,Xavier,71,3,15,Weber State,53,0
2016,First Round (Round of 64),3,14,Stephen F. Austin,70,3,3,West Virginia,56,0
2016,First Round (Round of 64),3,4,Kentucky,85,3,13,Stony Brook,57,0
2016,First Round (Round of 64),3,5,Indiana,99,3,12,Chattanooga,74,0
2016,First Round (Round of 64),3,6,Notre Dame,70,3,11,Michigan,63,0
2016,First Round (Round of 64),3,7,Wisconsin,47,3,10,Pittsburgh,43,0
2016,First Round (Round of 64),3,9,Providence,70,3,8,Southern California,69,0
2016,First Round (Round of 64),2,1,Oregon,91,2,16,Holy Cross,52,0
2016,First Round (Round of 64),2,2,Oklahoma,82,2,15,Cal State Bakersfield,68,0
2016,First Round (Round of 64),2,3,Texas A&M,92,2,14,Green Bay,65,0
2016,First Round (Round of 64),2,4,Duke,93,2,13,UNC Wilmington,85,0
2016,First Round (Round of 64),2,12,Yale,79,2,5,Baylor,75,0
2016,First Round (Round of 64),2,11,Northern Iowa,75,2,6,Texas,72,0
2016,First Round (Round of 64),2,10,VCU,75,2,7,Oregon State,67,0
2016,First Round (Round of 64),2,8,Saint Joseph's,78,2,9,Cincinnati,76,0
2016,First Round (Round of 64),1,1,Kansas,105,1,16,Austin Peay,79,0
2016,First Round (Round of 64),1,2,Villanova,86,1,15,UNC Asheville,56,0
2016,First Round (Round of 64),1,3,Miami (Fla.),79,1,14,Buffalo,72,0
2016,First Round (Round of 64),1,13,Hawai'i,77,1,4,California,66,0
2016,First Round (Round of 64),1,5,Maryland,79,1,12,South Dakota State,74,0
2016,First Round (Round of 64),1,11,Wichita State,65,1,6,Arizona,55,0
2016,First Round (Round of 64),1,7,Iowa,72,1,10,Temple,70,1
2016,First Round (Round of 64),1,9,UConn,74,1,8,Colorado,67,0
2016,First Round (Round of 64),4,1,Virginia,81,4,16,Hampton,45,0
2016,First Round (Round of 64),4,15,Middle Tennessee,90,4,2,Michigan State,81,0
2016,First Round (Round of 64),4,3,Utah,80,4,14,Fresno State,69,0
2016,First Round (Round of 64),4,4,Iowa State,94,4,13,Iona,81,0
2016,First Round (Round of 64),4,12,Little Rock,85,4,5,Purdue,83,1
2016,First Round (Round of 64),4,11,Gonzaga,68,4,6,Seton Hall,52,0
2016,First Round (Round of 64),4,10,Syracuse,70,4,7,Dayton,51,0
2016,First Round (Round of 64),4,9,Butler,71,4,8,Texas Tech,61,0
2016,Second Round (Round of 32),3,1,North Carolina,85,3,9,Providence,66,0
2016,Second Round (Round of 32),3,7,Wisconsin,66,3,2,Xavier,63,0
2016,Second Round (Round of 32),3,5,Indiana,73,3,4,Kentucky,67,0
2016,Second Round (Round of 32),3,6,Notre Dame,76,3,14,Stephen F. Austin,75,0
2016,Second Round (Round of 32),2,1,Oregon,69,2,8,Saint Joseph's,64,0
2016,Second Round (Round of 32),2,2,Oklahoma,85,2,10,VCU,81,0
2016,Second Round (Round of 32),2,3,Texas A&M,92,2,11,Northern Iowa,88,1
2016,Second Round (Round of 32),2,4,Duke,71,2,12,Yale,64,0
2016,Second Round (Round of 32),1,1,Kansas,73,1,9,UConn,61,0
2016,Second Round (Round of 32),1,2,Villanova,87,1,7,Iowa,68,0
2016,Second Round (Round of 32),1,3,Miami (Fla.),65,1,11,Wichita State,57,0
2016,Second Round (Round of 32),1,5,Maryland,73,1,13,Hawai'i,60,0
2016,Second Round (Round of 32),4,1,Virginia,77,4,9,Butler,69,0
2016,Second Round (Round of 32),4,11,Gonzaga,82,4,3,Utah,59,0
2016,Second Round (Round of 32),4,4,Iowa State,78,4,12,Little Rock,61,0
2016,Second Round (Round of 32),4,10,Syracuse,75,4,15,Middle Tennessee,50,0
2016,Sweet 16,3,1,North Carolina,101,3,5,Indiana,86,0
2016,Sweet 16,3,6,Notre Dame,61,3,7,Wisconsin,56,0
2016,Sweet 16,2,1,Oregon,82,2,4,Duke,68,0
2016,Sweet 16,2,2,Oklahoma,77,2,3,Texas A&M,63,0
2016,Sweet 16,1,1,Kansas,79,1,5,Maryland,63,0
2016,Sweet 16,1,2,Villanova,92,1,3,Miami (Fla.),69,0
2016,Sweet 16,4,1,Virginia,84,4,4,Iowa State,71,0
2016,Sweet 16,4,10,Syracuse,63,4,11,Gonzaga,60,0
2016,Elite Eight,3,1,North Carolina,88,3,6,Notre Dame,74,0
2016,Elite Eight,2,2,Oklahoma,80,2,1,Oregon,68,0
2016,Elite Eight,1,2,Villanova,64,1,1,Kansas,59,0
2016,Elite Eight,4,10,Syracuse,68,4,1,Virginia,62,0
2016,Final Four,3,1,North Carolina,83,4,10,Syracuse,66,0
2016,Final Four,1,2,Villanova,95,2,2,Oklahoma,51,0
2016,National Championship,1,2,Villanova,77,3,1,North Carolina,74,0
2017,First Four,1,16,Mount St. Mary's,67,1,16,New Orleans,66,0
2017,First Four,1,11,Southern California,75,1,11,Providence,71,0
2017,First Four,3,16,UC Davis,67,3,16,N.C. Central,63,0
2017,First Four,4,11,Kansas State,95,4,11,Wake Forest,88,0
2017,First Round (Round of 64),1,1,Villanova,76,1,16,Mount St. Mary's,56,0
