Year,Round,W_Region,W_Seed,W_Team,W_Score,L_Region,L_Seed,L_Team,L_Score,OT
2005,Second Round (Round of 32),2,6,Texas Tech,71,2,3,Gonzaga,69,0
2005,Second Round (Round of 32),2,7,West Virginia,111,2,2,Wake Forest,105,1
2005,Sweet 16,3,1,North Carolina,67,3,5,Villanova,66,0
2005,Sweet 16,3,6,Wisconsin,65,3,10,NC State,56,0
2005,Sweet 16,1,1,Illinois,77,1,12,Wisconsin-Milwaukee,63,0
2005,Sweet 16,1,3,Arizona,79,1,2,Oklahoma State,78,0
2005,Sweet 16,4,5,Michigan State,78,4,1,Duke,68,0
2005,Sweet 16,4,2,Kentucky,62,4,6,Utah,52,0
2005,Sweet 16,2,4,Louisville,93,2,1,Washington,79,0
2005,Sweet 16,2,7,West Virginia,65,2,6,Texas Tech,60,0
2005,Elite Eight,3,1,North Carolina,88,3,6,Wisconsin,82,0
2005,Elite Eight,1,1,Illinois,90,1,3,Arizona,89,1
2005,Elite Eight,4,5,Michigan State,94,4,2,Kentucky,88,1
2005,Elite Eight,2,4,Louisville,93,2,7,West Virginia,85,1
2005,Final Four,1,1,Illinois,72,2,4,Louisville,57,0
2005,Final Four,3,1,North Carolina,87,4,5,Michigan State,71,0
2005,National Championship,3,1,North Carolina,75,1,1,Illinois,70,0
2006,Opening Round,4,16,Monmouth,71,4,16,Hampton,49,0
2006,First Round (Round of 64),3,1,UConn,72,3,16,Albany,59,0
2006,First Round (Round of 64),3,8,Kentucky,69,3,9,UAB,64,0
2006,First Round (Round of 64),3,5,Washington,75,3,12,Utah State,61,0
2006,First Round (Round of 64),3,4,Illinois,78,3,13,Air Force,69,0
2006,First Round (Round of 64),3,11,George Mason,75,3,6,Michigan State,65,0
2006,First Round (Round of 64),3,3,North Carolina,69,3,14,Murray State,65,0
2006,First Round (Round of 64),3,7,Wichita State,86,3,10,Seton Hall,66,0
2006,First Round (Round of 64),3,2,Tennessee,63,3,15,Winthrop,61,0
2006,First Round (Round of 64),4,1,Villanova,58,4,16,Monmouth,45,0
2006,First Round (Round of 64),4,8,Arizona,94,4,9,Wisconsin,75,0
2006,First Round (Round of 64),4,12,Montana,87,4,5,Nevada,79,0
2006,First Round (Round of 64),4,4,Boston College,88,4,13,Pacific,76,1
2006,First Round (Round of 64),4,11,Wisconsin-Milwaukee,82,4,6,Oklahoma,74,0
2006,First Round (Round of 64),4,3,Florida,76,4,14,South Alabama,50,0
2006,First Round (Round of 64),4,7,Georgetown,54,4,10,Northern Iowa,49,0
2006,First Round (Round of 64),4,2,Ohio State,70,4,15,Davidson,62,0
2006,First Round (Round of 64),1,1,Duke,70,1,16,Southern,54,0
2006,First Round (Round of 64),1,8,George Washington,88,1,9,UNC-Wilmington,85,0
2006,First Round (Round of 64),1,12,Texas A&M,66,1,5,Syracuse,58,0
2006,First Round (Round of 64),1,4,LSU,80,1,13,Iona,64,0
2006,First Round (Round of 64),1,6,West Virginia,64,1,11,Southern Illinois,46,0
2006,First Round (Round of 64),1,14,Northwestern State,64,1,3,Iowa,63,0
2006,First Round (Round of 64),1,10,NC State,58,1,7,California,52,0
2006,First Round (Round of 64),1,2,Texas,60,1,15,Penn,52,0
2006,First Round (Round of 64),2,1,Memphis,94,2,16,Oral Roberts,78,0
2006,First Round (Round of 64),2,9,Bucknell,59,2,8,Arkansas,55,0
2006,First Round (Round of 64),2,5,Pittsburgh,79,2,12,Kent State,64,0
2006,First Round (Round of 64),2,13,Bradley,77,2,4,Kansas,73,0
2006,First Round (Round of 64),2,6,Indiana,87,2,11,San Diego State,83,0
2006,First Round (Round of 64),2,3,Gonzaga,79,2,14,Xavier,75,0
2006,First Round (Round of 64),2,10,Alabama,90,2,7,Marquette,85,0
2006,First Round (Round of 64),2,2,UCLA,78,2,15,Belmont,44,0
2006,Second Round (Round of 32),3,1,UConn,87,3,8,Kentucky,83,0
2006,Second Round (Round of 32),3,5,Washington,67,3,4,Illinois,64,0
2006,Second Round (Round of 32),3,11,George Mason,65,3,3,North Carolina,60,0
2006,Second Round (Round of 32),3,7,Wichita State,80,3,2,Tennessee,73,0
2006,Second Round (Round of 32),4,1,Villanova,82,4,8,Arizona,78,0
2006,Second Round (Round of 32),4,4,Boston College,69,4,12,Montana,56,0
2006,Second Round (Round of 32),4,3,Florida,82,4,11,Wisconsin-Milwaukee,60,0
2006,Second Round (Round of 32),4,7,Georgetown,70,4,2,Ohio State,52,0
2006,Second Round (Round of 32),1,1,Duke,74,1,8,George Washington,61,0
2006,Second Round (Round of 32),1,4,LSU,58,1,12,Texas A&M,57,0
2006,Second Round (Round of 32),1,6,West Virginia,67,1,14,Northwestern State,54,0
2006,Second Round (Round of 32),1,2,Texas,75,1,10,NC State,54,0
2006,Second Round (Round of 32),2,1,Memphis,72,2,9,Bucknell,56,0
2006,Second Round (Round of 32),2,13,Bradley,72,2,5,Pittsburgh,66,0
2006,Second Round (Round of 32),2,3,Gonzaga,90,2,6,Indiana,80,0
2006,Second Round (Round of 32),2,2,UCLA,62,2,10,Alabama,59,0
2006,Sweet 16,3,1,UConn,98,3,5,Washington,92,1
2006,Sweet 16,3,11,George Mason,63,3,7,Wichita State,55,0
2006,Sweet 16,4,1,Villanova,60,4,4,Boston College,59,1
2006,Sweet 16,4,3,Florida,57,4,7,Georgetown,53,0
2006,Sweet 16,1,4,LSU,62,1,1,Duke,54,0
2006,Sweet 16,1,2,Texas,74,1,6,West Virginia,71,0
2006,Sweet 16,2,1,Memphis,80,2,13,Bradley,64,0
2006,Sweet 16,2,2,UCLA,73,2,3,Gonzaga,71,0
2006,Elite Eight,3,11,George Mason,86,3,1,UConn,84,1
2006,Elite Eight,4,3,Florida,75,4,1,Villanova,62,0
2006,Elite Eight,1,4,LSU,70,1,2,Texas,60,1
2006,Elite Eight,2,2,UCLA,50,2,1,Memphis,45,0
2006,Final Four,2,2,UCLA,59,1,4,LSU,45,0
2006,Final Four,4,3,Florida,73,3,11,George Mason,58,0
2006,National Championship,4,3,Florida,73,2,2,UCLA,57,0
2007,Opening Round,2,16,Niagara,77,2,16,Florida A&M,69,0
2007,First Round (Round of 64),3,1,North Carolina,86,3,16,Eastern Kentucky,65,0
2007,First Round (Round of 64),3,9,Michigan State,61,3,8,Marquette,49,0
2007,First Round (Round of 64),3,5,USC,77,3,12,Arkansas,60,0
2007,First Round (Round of 64),3,4,Texas,79,3,13,New Mexico State,67,0
2007,First Round (Round of 64),3,6,Vanderbilt,77,3,11,George Washington,44,0
2007,First Round (Round of 64),3,3,Washington State,70,3,14,Oral Roberts,54,0
2007,First Round (Round of 64),3,7,Boston College,84,3,10,Texas Tech,75,0
2007,First Round (Round of 64),3,2,Georgetown,80,3,15,Belmont,55,0
2007,First Round (Round of 64),1,1,Florida,112,1,16,Jackson State,69,0
2007,First Round (Round of 64),1,9,Purdue,72,1,8,Arizona,63,0
2007,First Round (Round of 64),1,5,Butler,57,1,12,Old Dominion,46,0
2007,First Round (Round of 64),1,4,Maryland,82,1,13,Davidson,70,0
2007,First Round (Round of 64),1,11,Winthrop,74,1,6,Notre Dame,64,0
2007,First Round (Round of 64),1,3,Oregon,58,1,14,Miami (Ohio),56,0
2007,First Round (Round of 64),1,7,UNLV,67,1,10,Georgia Tech,63,0
2007,First Round (Round of 64),1,2,Wisconsin,76,1,15,Texas A&M-Corpus Christi,63,0
2007,First Round (Round of 64),4,1,Ohio State,78,4,16,Central Connecticut State,57,0
2007,First Round (Round of 64),4,9,Xavier,79,4,8,BYU,77,0
2007,First Round (Round of 64),4,5,Tennessee,121,4,12,Long Beach State,86,0
2007,First Round (Round of 64),4,4,Virginia,84,4,13,Albany,57,0
2007,First Round (Round of 64),4,6,Louisville,78,4,11,Stanford,58,0
2007,First Round (Round of 64),4,3,Texas A&M,68,4,14,Penn,52,0
2007,First Round (Round of 64),4,7,Nevada,77,4,10,Creighton,71,1
2007,First Round (Round of 64),4,2,Memphis,73,4,15,North Texas,58,0
2007,First Round (Round of 64),2,1,Kansas,107,2,16,Niagara,67,0
2007,First Round (Round of 64),2,8,Kentucky,67,2,9,Villanova,58,0
2007,First Round (Round of 64),2,5,Virginia Tech,54,2,12,Illinois,52,0
2007,First Round (Round of 64),2,4,Southern Illinois,61,2,13,Holy Cross,51,0
2007,First Round (Round of 64),2,11,VCU,79,2,6,Duke,77,0
2007,First Round (Round of 64),2,3,Pittsburgh,79,2,14,Wright State,58,0
2007,First Round (Round of 64),2,7,Indiana,70,2,10,Gonzaga,57,0
2007,First Round (Round of 64),2,2,UCLA,70,2,15,Weber State,42,0
2007,Second Round (Round of 32),3,1,North Carolina,81,3,9,Michigan State,67,0
2007,Second Round (Round of 32),3,5,USC,87,3,4,Texas,68,0
2007,Second Round (Round of 32),3,6,Vanderbilt,78,3,3,Washington State,74,1
2007,Second Round (Round of 32),3,2,Georgetown,62,3,7,Boston College,55,0
2007,Second Round (Round of 32),1,1,Florida,74,1,9,Purdue,67,0
2007,Second Round (Round of 32),1,5,Butler,62,1,4,Maryland,59,0
2007,Second Round (Round of 32),1,3,Oregon,75,1,11,Winthrop,61,0
2007,Second Round (Round of 32),1,7,UNLV,74,1,2,Wisconsin,68,0
2007,Second Round (Round of 32),4,1,Ohio State,78,4,9,Xavier,71,1
2007,Second Round (Round of 32),4,5,Tennessee,77,4,4,Virginia,74,0
2007,Second Round (Round of 32),4,3,Texas A&M,72,4,6,Louisville,69,0
2007,Second Round (Round of 32),4,2,Memphis,78,4,7,Nevada,62,0
2007,Second Round (Round of 32),2,1,Kansas,88,2,8,Kentucky,76,0
2007,Second Round (Round of 32),2,4,Southern Illinois,63,2,5,Virginia Tech,48,0
2007,Second Round (Round of 32),2,3,Pittsburgh,84,2,11,VCU,79,1
2007,Second Round (Round of 32),2,2,UCLA,54,2,7,Indiana,49,0
2007,Sweet 16,3,1,North Carolina,74,3,5,USC,64,0
2007,Sweet 16,3,2,Georgetown,66,3,6,Vanderbilt,65,0
2007,Sweet 16,1,1,Florida,65,1,5,Butler,57,0
2007,Sweet 16,1,3,Oregon,76,1,7,UNLV,72,0
2007,Sweet 16,4,1,Ohio State,85,4,5,Tennessee,84,0
2007,Sweet 16,4,2,Memphis,65,4,3,Texas A&M,64,0
2007,Sweet 16,2,1,Kansas,61,2,4,Southern Illinois,58,0
2007,Sweet 16,2,2,UCLA,64,2,3,Pittsburgh,55,0
2007,Elite Eight,3,2,Georgetown,96,3,1,North Carolina,84,1
2007,Elite Eight,1,1,Florida,85,1,3,Oregon,77,0
2007,Elite Eight,4,1,Ohio State,92,4,2,Memphis,76,0
2007,Elite Eight,2,2,UCLA,68,2,1,Kansas,55,0
2007,Final Four,1,1,Florida,76,2,2,UCLA,66,0
2007,Final Four,4,1,Ohio State,67,3,2,Georgetown,60,0
2007,National Championship,1,1,Florida,84,4,1,Ohio State,75,0
2008,Opening Round,1,16,Mount St. Mary's,69,1,16,Coppin State,60,0
2008,First Round (Round of 64),1,1,North Carolina,113,1,16,Mount St. Mary's,74,0
2008,First Round (Round of 64),1,9,Arkansas,86,1,8,Indiana,72,0
2008,First Round (Round of 64),1,5,Notre Dame,68,1,12,George Mason,50,0
2008,First Round (Round of 64),1,4,Washington State,71,1,13,Winthrop,40,0
2008,First Round (Round of 64),1,6,Oklahoma,72,1,11,St. Joseph's,64,0
2008,First Round (Round of 64),1,3,Louisville,79,1,14,Boise State,61,0
2008,First Round (Round of 64),1,7,Butler,81,1,10,South Alabama,61,0
2008,First Round (Round of 64),1,2,Tennessee,72,1,15,American,57,0
2008,First Round (Round of 64),2,1,Kansas,85,2,16,Portland State,61,0
2008,First Round (Round of 64),2,8,UNLV,71,2,9,Kent State,58,0
2008,First Round (Round of 64),2,12,Villanova,75,2,5,Clemson,69,0
2008,First Round (Round of 64),2,13,Siena,83,2,4,Vanderbilt,62,0
2008,First Round (Round of 64),2,11,Kansas State,80,2,6,USC,67,0
2008,First Round (Round of 64),2,3,Wisconsin,71,2,14,Cal State Fullerton,56,0
2008,First Round (Round of 64),2,10,Davidson,82,2,7,Gonzaga,76,0
2008,First Round (Round of 64),2,2,Georgetown,66,2,15,UMBC,47,0
2008,First Round (Round of 64),3,1,Memphis,87,3,16,Texas-Arlington,63,0
2008,First Round (Round of 64),3,8,Mississippi State,76,3,9,Oregon,69,0
2008,First Round (Round of 64),3,5,Michigan State,72,3,12,Temple,61,0
2008,First Round (Round of 64),3,4,Pittsburgh,82,3,13,Oral Roberts,63,0
2008,First Round (Round of 64),3,6,Marquette,74,3,11,Kentucky,66,0
2008,First Round (Round of 64),3,3,Stanford,77,3,14,Cornell,53,0
2008,First Round (Round of 64),3,7,Miami (FL),78,3,10,Saint Mary's,64,0
2008,First Round (Round of 64),3,2,Texas,74,3,15,Austin Peay,54,0
2008,First Round (Round of 64),4,1,UCLA,70,4,16,Mississippi Valley State,29,0
2008,First Round (Round of 64),4,9,Texas A&M,67,4,8,BYU,62,0
2008,First Round (Round of 64),4,12,Western Kentucky,101,4,5,Drake,99,1
2008,First Round (Round of 64),4,13,San Diego,70,4,4,UConn,69,0
2008,First Round (Round of 64),4,6,Purdue,90,4,11,Baylor,79,0
2008,First Round (Round of 64),4,3,Xavier,73,4,14,Georgia,61,0
2008,First Round (Round of 64),4,7,West Virginia,75,4,10,Arizona,65,0
2008,First Round (Round of 64),4,2,Duke,71,4,15,Belmont,70,0
2008,Second Round (Round of 32),1,1,North Carolina,108,1,9,Arkansas,77,0
2008,Second Round (Round of 32),1,4,Washington State,61,1,5,Notre Dame,41,0
2008,Second Round (Round of 32),1,3,Louisville,78,1,6,Oklahoma,48,0
2008,Second Round (Round of 32),1,2,Tennessee,76,1,7,Butler,71,1
2008,Second Round (Round of 32),2,1,Kansas,75,2,8,UNLV,56,0
2008,Second Round (Round of 32),2,12,Villanova,84,2,13,Siena,72,0
2008,Second Round (Round of 32),2,3,Wisconsin,72,2,11,Kansas State,55,0
2008,Second Round (Round of 32),2,10,Davidson,74,2,2,Georgetown,70,0
2008,Second Round (Round of 32),3,1,Memphis,77,3,8,Mississippi State,74,0
2008,Second Round (Round of 32),3,5,Michigan State,65,3,4,Pittsburgh,54,0
2008,Second Round (Round of 32),3,3,Stanford,82,3,6,Marquette,81,1
2008,Second Round (Round of 32),3,2,Texas,75,3,7,Miami (FL),72,0
2008,Second Round (Round of 32),4,1,UCLA,51,4,9,Texas A&M,49,0
2008,Second Round (Round of 32),4,12,Western Kentucky,72,4,13,San Diego,63,0
2008,Second Round (Round of 32),4,3,Xavier,85,4,6,Purdue,78,0
2008,Second Round (Round of 32),4,7,West Virginia,73,4,2,Duke,67,0
2008,Sweet 16,1,1,North Carolina,68,1,4,Washington State,47,0
2008,Sweet 16,1,3,Louisville,79,1,2,Tennessee,60,0
2008,Sweet 16,2,1,Kansas,72,2,12,Villanova,57,0
2008,Sweet 16,2,10,Davidson,73,2,3,Wisconsin,56,0
2008,Sweet 16,3,1,Memphis,92,3,5,Michigan State,74,0
2008,Sweet 16,3,2,Texas,82,3,3,Stanford,62,0
2008,Sweet 16,4,1,UCLA,88,4,12,Western Kentucky,78,0
2008,Sweet 16,4,3,Xavier,79,4,7,West Virginia,75,1
2008,Elite Eight,1,1,North Carolina,83,1,3,Louisville,73,0
2008,Elite Eight,2,1,Kansas,59,2,10,Davidson,57,0
2008,Elite Eight,3,1,Memphis,85,3,2,Texas,67,0
2008,Elite Eight,4,1,UCLA,76,4,3,Xavier,57,0
2008,Final Four,2,1,Kansas,84,1,1,North Carolina,66,0
2008,Final Four,3,1,Memphis,78,4,1,UCLA,63,0
2008,National Championship,2,1,Kansas,75,3,1,Memphis,68,1
2009,First Round (Round of 64),3,1,Pittsburgh,72,3,16,East Tennessee State,62,0
2009,First Round (Round of 64),3,8,Oklahoma State,77,3,9,Tennessee,75,0
2009,First Round (Round of 64),3,12,Wisconsin,61,3,5,Florida State,59,1
2009,First Round (Round of 64),3,4,Xavier,77,3,13,Portland State,59,0
2009,First Round (Round of 64),3,6,UCLA,65,3,11,VCU,64,0
2009,First Round (Round of 64),3,3,Villanova,80,3,14,American,67,0
2009,First Round (Round of 64),3,7,Texas,76,3,10,Minnesota,62,0
2009,First Round (Round of 64),3,2,Duke,86,3,15,Binghamton,62,0
2009,First Round (Round of 64),1,1,Louisville,74,1,16,Morehead State,54,0
2009,First Round (Round of 64),1,9,Siena,74,1,8,Ohio State,72,1
2009,First Round (Round of 64),1,12,Arizona,84,1,5,Utah,71,0
2009,First Round (Round of 64),1,13,Cleveland State,84,1,4,Wake Forest,69,0
2009,First Round (Round of 64),1,11,Dayton,68,1,6,West Virginia,60,0
2009,First Round (Round of 64),1,3,Kansas,84,1,14,North Dakota State,74,0
2009,First Round (Round of 64),1,10,USC,72,1,7,Boston College,55,0
2009,First Round (Round of 64),1,2,Michigan State,77,1,15,Robert Morris,62,0
2009,First Round (Round of 64),4,1,North Carolina,101,4,16,Radford,58,0
2009,First Round (Round of 64),4,8,LSU,75,4,9,Butler,71,0
2009,First Round (Round of 64),4,12,Western Kentucky,76,4,5,Illinois,72,0
2009,First Round (Round of 64),4,4,Gonzaga,77,4,13,Akron,64,0
2009,First Round (Round of 64),4,6,Arizona State,66,4,11,Temple,57,0
2009,First Round (Round of 64),4,3,Syracuse,59,4,14,Stephen F. Austin,44,0
2009,First Round (Round of 64),4,10,Michigan,62,4,7,Clemson,59,0
2009,First Round (Round of 64),4,2,Oklahoma,82,4,15,Morgan State,54,0
2009,First Round (Round of 64),2,1,UConn,103,2,16,Chattanooga,47,0
2009,First Round (Round of 64),2,9,Texas A&M,79,2,8,BYU,66,0
2009,First Round (Round of 64),2,5,Purdue,61,2,12,Northern Iowa,56,0
2009,First Round (Round of 64),2,4,Washington,71,2,13,Mississippi State,58,0
2009,First Round (Round of 64),2,6,Marquette,58,2,11,Utah State,57,0
2009,First Round (Round of 64),2,3,Missouri,78,2,14,Cornell,59,0
2009,First Round (Round of 64),2,10,Maryland,84,2,7,California,71,0
2009,First Round (Round of 64),2,2,Memphis,81,2,15,Cal State Northridge,70,0
2009,Second Round (Round of 32),3,1,Pittsburgh,84,3,8,Oklahoma State,76,0
2009,Second Round (Round of 32),3,4,Xavier,60,3,12,Wisconsin,49,0
2009,Second Round (Round of 32),3,3,Villanova,89,3,6,UCLA,69,0
2009,Second Round (Round of 32),3,2,Duke,74,3,7,Texas,69,0
2009,Second Round (Round of 32),1,1,Louisville,79,1,9,Siena,72,0
2009,Second Round (Round of 32),1,12,Arizona,71,1,13,Cleveland State,57,0
2009,Second Round (Round of 32),1,3,Kansas,60,1,11,Dayton,43,0
2009,Second Round (Round of 32),1,2,Michigan State,74,1,10,USC,69,0
2009,Second Round (Round of 32),4,1,North Carolina,84,4,8,LSU,70,0
2009,Second Round (Round of 32),4,4,Gonzaga,83,4,12,Western Kentucky,81,0
2009,Second Round (Round of 32),4,3,Syracuse,78,4,6,Arizona State,67,0
2009,Second Round (Round of 32),4,2,Oklahoma,73,4,10,Michigan,63,0
2009,Second Round (Round of 32),2,1,UConn,92,2,9,Texas A&M,66,0
2009,Second Round (Round of 32),2,5,Purdue,76,2,4,Washington,74,0
2009,Second Round (Round of 32),2,3,Missouri,83,2,6,Marquette,79,0
2009,Second Round (Round of 32),2,2,Memphis,89,2,10,Maryland,70,0
2009,Sweet 16,3,1,Pittsburgh,60,3,4,Xavier,55,0
2009,Sweet 16,3,3,Villanova,77,3,2,Duke,54,0
2009,Sweet 16,1,1,Louisville,103,1,12,Arizona,64,0
2009,Sweet 16,1,2,Michigan State,67,1,3,Kansas,62,0
2009,Sweet 16,4,1,North Carolina,98,4,4,Gonzaga,77,0
2009,Sweet 16,4,2,Oklahoma,84,4,3,Syracuse,71,0
2009,Sweet 16,2,1,UConn,72,2,5,Purdue,60,0
2009,Sweet 16,2,3,Missouri,102,2,2,Memphis,91,0
2009,Elite Eight,3,3,Villanova,78,3,1,Pittsburgh,76,0
2009,Elite Eight,1,2,Michigan State,64,1,1,Louisville,52,0
2009,Elite Eight,4,1,North Carolina,72,4,2,Oklahoma,60,0
2009,Elite Eight,2,1,UConn,82,2,3,Missouri,75,0
2009,Final Four,1,2,Michigan State,82,2,1,UConn,73,0
2009,Final Four,4,1,North Carolina,83,3,3,Villanova,69,0
2009,National Championship,4,1,North Carolina,89,1,2,Michigan State,72,0
2010,Opening Round,4,16,Arkansas-Pine Bluff,61,4,16,Winthrop,44,0
2010,First Round (Round of 64),3,1,Kentucky,100,3,16,East Tennessee State,71,0
2010,First Round (Round of 64),3,2,West Virginia,77,3,15,Morgan State,50,0
2010,First Round (Round of 64),3,3,New Mexico,62,3,14,Montana,57,0
2010,First Round (Round of 64),3,4,Wisconsin,53,3,13,Wofford,49,0
2010,First Round (Round of 64),3,12,Cornell,78,3,5,Temple,65,0
2010,First Round (Round of 64),3,11,Washington,80,3,6,Marquette,78,0
2010,First Round (Round of 64),3,10,Missouri,86,3,7,Clemson,78,0
2010,First Round (Round of 64),3,9,Wake Forest,81,3,8,Texas,80,1
2010,First Round (Round of 64),2,1,Syracuse,79,2,16,Vermont,56,0
2010,First Round (Round of 64),2,2,Kansas State,82,2,15,North Texas,62,0
2010,First Round (Round of 64),2,3,Pittsburgh,89,2,14,Oakland,66,0
2010,First Round (Round of 64),2,13,Murray State,66,2,4,Vanderbilt,65,0
2010,First Round (Round of 64),2,5,Butler,77,2,12,UTEP,59,0
2010,First Round (Round of 64),2,6,Xavier,65,2,11,Minnesota,54,0
2010,First Round (Round of 64),2,7,BYU,99,2,10,Florida,92,1
2010,First Round (Round of 64),2,8,Gonzaga,67,2,9,Florida State,60,0
2010,First Round (Round of 64),4,1,Duke,73,4,16,Arkansas-Pine Bluff,44,0
2010,First Round (Round of 64),4,2,Villanova,73,4,15,Robert Morris,70,1
2010,First Round (Round of 64),4,3,Baylor,68,4,14,Sam Houston State,59,0
2010,First Round (Round of 64),4,4,Purdue,72,4,13,Siena,64,0
2010,First Round (Round of 64),4,5,Texas A&M,69,4,12,Utah State,53,0
2010,First Round (Round of 64),4,11,Old Dominion,51,4,6,Notre Dame,50,0
2010,First Round (Round of 64),4,10,Saint Mary's,80,4,7,Richmond,71,0
2010,First Round (Round of 64),4,8,California,77,4,9,Louisville,62,0
2010,First Round (Round of 64),1,1,Kansas,90,1,16,Lehigh,74,0
2010,First Round (Round of 64),1,2,Ohio State,68,1,15,UC Santa Barbara,51,0
2010,First Round (Round of 64),1,14,Ohio,97,1,3,Georgetown,84,0
2010,First Round (Round of 64),1,4,Maryland,89,1,13,Houston,77,0
2010,First Round (Round of 64),1,5,Michigan State,70,1,12,New Mexico State,67,0
2010,First Round (Round of 64),1,6,Tennessee,62,1,11,San Diego State,59,0
2010,First Round (Round of 64),1,10,Georgia Tech,64,1,7,Oklahoma State,59,0
2010,First Round (Round of 64),1,9,Northern Iowa,69,1,8,UNLV,66,0
2010,Second Round (Round of 32),3,1,Kentucky,90,3,9,Wake Forest,60,0
2010,Second Round (Round of 32),3,2,West Virginia,68,3,10,Missouri,59,0
2010,Second Round (Round of 32),3,11,Washington,82,3,3,New Mexico,64,0
2010,Second Round (Round of 32),3,12,Cornell,87,3,4,Wisconsin,69,0
2010,Second Round (Round of 32),2,1,Syracuse,87,2,8,Gonzaga,65,0
2010,Second Round (Round of 32),2,2,Kansas State,84,2,7,BYU,72,0
2010,Second Round (Round of 32),2,6,Xavier,71,2,3,Pittsburgh,68,0
2010,Second Round (Round of 32),2,5,Butler,54,2,13,Murray State,52,0
2010,Second Round (Round of 32),4,1,Duke,68,4,8,California,53,0
2010,Second Round (Round of 32),4,10,Saint Mary's,75,4,2,Villanova,68,0
2010,Second Round (Round of 32),4,3,Baylor,76,4,11,Old Dominion,68,0
2010,Second Round (Round of 32),4,4,Purdue,63,4,5,Texas A&M,61,1
2010,Second Round (Round of 32),1,9,Northern Iowa,69,1,1,Kansas,67,0
2010,Second Round (Round of 32),1,2,Ohio State,75,1,10,Georgia Tech,66,0
2010,Second Round (Round of 32),1,6,Tennessee,83,1,14,Ohio,68,0
2010,Second Round (Round of 32),1,5,Michigan State,85,1,4,Maryland,83,0
2010,Sweet 16,3,1,Kentucky,62,3,12,Cornell,45,0
2010,Sweet 16,3,2,West Virginia,69,3,11,Washington,56,0
2010,Sweet 16,2,5,Butler,63,2,1,Syracuse,59,0
2010,Sweet 16,2,2,Kansas State,101,2,6,Xavier,96,1
2010,Sweet 16,4,1,Duke,70,4,4,Purdue,57,0
2010,Sweet 16,4,3,Baylor,72,4,10,Saint Mary's,49,0
2010,Sweet 16,1,5,Michigan State,59,1,9,Northern Iowa,52,0
2010,Sweet 16,1,6,Tennessee,76,1,2,Ohio State,73,0
2010,Elite Eight,3,2,West Virginia,73,3,1,Kentucky,66,0
2010,Elite Eight,2,5,Butler,63,2,2,Kansas State,56,0
2010,Elite Eight,4,1,Duke,78,4,3,Baylor,71,0
2010,Elite Eight,1,5,Michigan State,70,1,6,Tennessee,69,0
2010,Final Four,4,1,Duke,78,3,2,West Virginia,57,0
2010,Final Four,2,5,Butler,52,1,5,Michigan State,50,0
2010,National Championship,4,1,Duke,61,2,5,Butler,59,0
2011,First Four,4,16,UNC Asheville,81,4,16,Arkansas-Little Rock,77,1
2011,First Four,1,12,Clemson,70,1,12,UAB,52,0
2011,First Four,1,16,UTSA,70,1,16,Alabama State,61,0
2011,First Four,3,11,VCU,59,3,11,USC,46,0
2011,First Round (Round of 64),1,1,Ohio State,75,1,16,UTSA,46,0
2011,First Round (Round of 64),1,2,North Carolina,102,1,15,Long Island,87,0
2011,First Round (Round of 64),1,3,Syracuse,77,1,14,Indiana State,60,0
2011,First Round (Round of 64),1,4,Kentucky,59,1,13,Princeton,57,0
2011,First Round (Round of 64),1,5,West Virginia,84,1,12,Clemson,76,0
2011,First Round (Round of 64),1,11,Marquette,66,1,6,Xavier,55,0
2011,First Round (Round of 64),1,7,Washington,68,1,10,Georgia,65,0
2011,First Round (Round of 64),1,8,George Mason,61,1,9,Villanova,57,0
2011,First Round (Round of 64),2,1,Duke,87,2,16,Hampton,45,0
2011,First Round (Round of 64),2,2,San Diego State,68,2,15,Northern Colorado,50,0
2011,First Round (Round of 64),2,3,UConn,81,2,14,Bucknell,52,0
2011,First Round (Round of 64),2,4,Texas,85,2,13,Oakland,81,0
2011,First Round (Round of 64),2,5,Arizona,77,2,12,Memphis,75,0
2011,First Round (Round of 64),2,6,Cincinnati,78,2,11,Missouri,63,0
2011,First Round (Round of 64),2,7,Temple,66,2,10,Penn State,64,0
2011,First Round (Round of 64),2,8,Michigan,75,2,9,Tennessee,45,0
2011,First Round (Round of 64),3,1,Kansas,72,3,16,Boston University,53,0
2011,First Round (Round of 64),3,2,Notre Dame,69,3,15,Akron,56,0
2011,First Round (Round of 64),3,3,Purdue,65,3,14,Saint Peter's,43,0
2011,First Round (Round of 64),3,13,Morehead State,62,3,4,Louisville,61,0
2011,First Round (Round of 64),3,12,Richmond,69,3,5,Vanderbilt,66,0
2011,First Round (Round of 64),3,11,VCU,74,3,6,Georgetown,56,0
2011,First Round (Round of 64),3,10,Florida State,57,3,7,Texas A&M,50,0
2011,First Round (Round of 64),3,9,Illinois,73,3,8,UNLV,62,0
2011,First Round (Round of 64),4,1,Pitt,74,4,16,UNC Asheville,51,0
2011,First Round (Round of 64),4,2,Florida,79,4,15,UC Santa Barbara,51,0
2011,First Round (Round of 64),4,3,BYU,74,4,14,Wofford,66,0
2011,First Round (Round of 64),4,4,Wisconsin,72,4,13,Belmont,58,0
2011,First Round (Round of 64),4,5,Kansas State,73,4,12,Utah State,68,0
2011,First Round (Round of 64),4,11,Gonzaga,86,4,6,St. John's,71,0
2011,First Round (Round of 64),4,7,UCLA,78,4,10,Michigan State,76,0
