Year,Team,Rslt,Rslt_std,Tm,Tm_std,Opp_score,Opp_score_std,OT,OT_std,FG,FG_std,FGA,FGA_std,FG%,FG%_std,3P,3P_std,3PA,3PA_std,3P%,3P%_std,2P,2P_std,2PA,2PA_std,2P%,2P%_std,eFG%,eFG%_std,FT,FT_std,FTA,FTA_std,FT%,FT%_std,ORB,ORB_std,DRB,DRB_std,TRB,TRB_std,AST,AST_std,STL,STL_std,BLK,BLK_std,TOV,TOV_std,PF,PF_std,FG_opp,FG_opp_std,FGA_opp,FGA_opp_std,FG%_opp,FG%_opp_std,3P_opp,3P_opp_std,3PA_opp,3PA_opp_std,3P%_opp,3P%_opp_std,2P_opp,2P_opp_std,2PA_opp,2PA_opp_std,2P%_opp,2P%_opp_std,eFG%_opp,eFG%_opp_std,FT_opp,FT_opp_std,FTA_opp,FTA_opp_std,FT%_opp,FT%_opp_std,ORB_opp,ORB_opp_std,DRB_opp,DRB_opp_std,TRB_opp,TRB_opp_std,AST_opp,AST_opp_std,STL_opp,STL_opp_std,BLK_opp,BLK_opp_std,TOV_opp,TOV_opp_std,PF_opp,PF_opp_std,Spread,Spread_std
2022,creighton,0.6666666666666666,0.47871355387816905,68.71428571428571,11.14502760030859,65.77777777777777,7.443806580658609,0.0,0.0,25.933333333333334,4.675197457259728,57.2962962962963,3.1109584822145537,0.4462499999999999,0.0641102204829337,6.428571428571429,2.098122113251848,22.107142857142858,3.5832871905482384,0.32010714285714287,0.0838125506758603,18.387096774193548,3.729856291734207,35.629629629629626,3.387172046550702,0.5386296296296297,0.06151181759388763,0.5091481481481481,0.07496804637449195,10.285714285714286,2.462415899780552,14.285714285714286,3.536656119548027,0.7345925925925927,0.07535263726652136,8.392857142857142,1.6852142563920738,27.142857142857142,4.0066082979135915,35.32142857142857,4.251828116004024,13.0,4.0,5.107142857142857,1.9117431586805547,4.266666666666667,1.928610958665603,13.571428571428571,2.3637473611411153,13.387096774193548,2.5518283557067956,24.5,3.338884266959271,63.03703703703704,4.871277525387435,0.39366666666666666,0.042108833350662254,6.3,2.4090347186917147,20.703703703703702,3.6983864965769437,0.30217857142857146,0.08912706434009592,17.857142857142858,3.0394235042348474,42.285714285714285,5.428710663767178,0.43448148148148147,0.04895395825150433,0.4454444444444444,0.049278902751687316,9.107142857142858,3.2356725297187787,12.413793103448276,4.213221039429762,0.7199259259259262,0.09411814421898188,9.555555555555555,2.4072539946735563,22.321428571428573,3.209402522318531,32.857142857142854,3.9130767066554304,10.75,3.5551215012835904,6.625,2.2965612442055834,3.4827586206896552,1.8051650034429465,9.464285714285714,2.5163486606610346,15.5,2.6096637384127113,3.740740740740741,9.749132476563442
