Year,Team,Rslt,Rslt_std,Tm,Tm_std,Opp_score,Opp_score_std,OT,OT_std,FG,FG_std,FGA,FGA_std,FG%,FG%_std,3P,3P_std,3PA,3PA_std,3P%,3P%_std,2P,2P_std,2PA,2PA_std,2P%,2P%_std,eFG%,eFG%_std,FT,FT_std,FTA,FTA_std,FT%,FT%_std,ORB,ORB_std,DRB,DRB_std,TRB,TRB_std,AST,AST_std,STL,STL_std,BLK,BLK_std,TOV,TOV_std,PF,PF_std,FG_opp,FG_opp_std,FGA_opp,FGA_opp_std,FG%_opp,FG%_opp_std,3P_opp,3P_opp_std,3PA_opp,3PA_opp_std,3P%_opp,3P%_opp_std,2P_opp,2P_opp_std,2PA_opp,2PA_opp_std,2P%_opp,2P%_opp_std,eFG%_opp,eFG%_opp_std,FT_opp,FT_opp_std,FTA_opp,FTA_opp_std,FT%_opp,FT%_opp_std,ORB_opp,ORB_opp_std,DRB_opp,DRB_opp_std,TRB_opp,TRB_opp_std,AST_opp,AST_opp_std,STL_opp,STL_opp_std,BLK_opp,BLK_opp_std,TOV_opp,TOV_opp_std,PF_opp,PF_opp_std,Spread,Spread_std
2022,iowa,0.7428571428571429,0.44343957363115993,83.93103448275862,9.524146135266475,72.74193548387096,8.559469383614399,0.0,0.0,30.0,3.927922024247863,64.37931034482759,3.4888986504487987,0.4675172413793103,0.0512093885711645,8.633333333333333,2.809875851145487,24.633333333333333,4.708637209195044,0.3480333333333334,0.07511209248038302,20.933333333333334,3.9647875390599503,39.733333333333334,5.310583663833451,0.5310000000000001,0.06077005841695398,0.5351034482758622,0.059938268736369926,14.6,3.6540011135645587,19.275862068965516,3.8442587221924476,0.7435517241379309,0.10800548471750886,10.666666666666666,2.425913739452491,23.75862068965517,3.6611392880768014,34.56666666666667,4.6954367674138275,15.633333333333333,3.3986136456860874,7.1,2.440322194668791,4.433333333333334,1.222866427231762,8.793103448275861,1.3464055413482965,15.96551724137931,3.0762077607327045,26.8,3.1337979601710786,60.172413793103445,4.751458163532849,0.44113793103448273,0.049413506061407826,7.193548387096774,1.8333822085371738,22.333333333333332,3.133064307355179,0.3257931034482759,0.0738112357447529,18.677419354838708,3.4096636859979172,38.55172413793103,4.0407407992714095,0.5006551724137931,0.06633264433469765,0.5008275862068965,0.052096797931156985,11.0,3.571921148297534,15.766666666666667,4.9666705237970055,0.6882580645161289,0.10081004174252203,8.966666666666667,2.9417720830318834,23.233333333333334,3.6736088930165898,32.41379310344828,5.2949925224506105,14.482758620689655,2.458522925532617,5.266666666666667,1.1426929274467317,2.689655172413793,1.3121260903005056,12.233333333333333,2.6740558544360433,18.1,2.4403221946687905,12.344827586206897,11.848073568755401
