Year,Team,Date,Opp_name,opp_rk,opp_conf,opp_adjoe,opp_oe_rank,opp_adjde,opp_de_rank,opp_barthag,opp_barthag_rank,opp_sos,opp_nconf_sos,opp_conf_sos,opp_proj_sos,opp_proj_nconf_sos,opp_proj_conf_sos,opp_elite_sos,opp_elite_nconf_sos,opp_opp_oe,opp_opp_de,opp_proj_opp_oe,opp_proj_opp_de,opp_conf_adj_oe,opp_conf_adj_de,opp_qual_o,opp_qual_d,opp_qual_barthag,opp_qual_games,opp_fun,opp_conf_pf,opp_conf_pa,opp_conf_poss,opp_conf_oe,opp_conf_de,opp_conf_win%,opp_wab,opp_wab_rk,opp_fun_rk,opp_adjt,opp_qual_games_ratio
2016,temple,2015-11-13,north-carolina,7,ACC,119.52554665959833,7,93.49685125348606,20,0.9439816409852599,7,0.7237024146211174,0.6077395062416335,0.7820310959448625,0.7361173115928481,0.6077395062416335,0.7820310959448625,0.6663377492024761,0.7833710500925579,110.43131806063599,99.39105550542811,110.83341562703177,99.11049661408333,118.61514073131002,93.85171624623618,126.68629561135131,99.1245034447748,0.9438201956761285,15,0.04674940767545521,1438.0,1279.0,1275.3,1.1275778248255313,1.002901278130636,0.7777777777777778,8.962428288636461,4,79,72.37186760225835,0.4411764705882353
2016,temple,2015-11-19,minnesota,198,B10,99.77052332129878,241,102.65469135961337,155,0.41879360609062,198,0.6519568915775594,0.5175505163102638,0.7441930662990432,0.6519568915775594,0.5175505163102638,0.7441930662990432,0.7528670373087946,0.8723676006112483,108.34040604283855,101.26787611936763,108.34040604283855,101.26787611936763,99.58938779852426,102.11114473371504,111.47119369703861,99.21930455435029,0.792323219702311,8,-0.054101908711371494,1173.0,1340.0,1237.1625000000001,0.9481373707980963,1.0831236801956088,0.1111111111111111,-12.409086195320011,255,282,69.42870218189913,0.25806451612903225
2016,temple,2015-11-20,butler,33,BE,117.55012480426147,15,99.15029130862584,89,0.8762754222303285,33,0.6430036047679274,0.4689445621677621,0.7501674981458122,0.6580612261421529,0.4689445621677621,0.7501674981458122,0.6973707222684453,0.8077366348576743,106.95749417456315,99.77931598487329,107.5342397189303,99.50747087195077,116.28825387573573,97.73117151546172,117.48624717911808,99.77904173957153,0.8674589649577603,12,0.0024877327498105117,1359.0,1302.0,1256.0125000000003,1.0819956011584277,1.0366138872025554,0.5555555555555556,2.371605791415103,31,153,69.21682936769021,0.3870967741935484
2016,temple,2015-11-22,utah,27,P12,116.08417514061411,23,96.34467821837283,44,0.8950512916342954,27,0.7115235770172579,0.5657009423022316,0.7784062430848983,0.7155854302495082,0.5657009423022316,0.7784062430848983,0.6737033965701501,0.7566039150441887,108.97701065121436,99.08216580994309,109.1309055524651,99.03070144575928,115.2248064689176,93.23185019612485,117.77629995797112,101.62994404414027,0.8449672814528856,17,0.09248500176104169,1317.0,1192.0,1205.5249999999999,1.0924700856473322,0.9887808216337282,0.7222222222222222,6.039761372926835,11,26,67.05538101741789,0.5151515151515151
2016,temple,2015-11-29,delaware,271,CAA,100.71246058236817,219,110.2135874457029,290,0.2617809448114746,271,0.5493101865229492,0.46932511105168245,0.5957245347371465,0.5493101865229492,0.46932511105168245,0.5957245347371465,0.8188100362785932,0.7989576137280342,104.12009117334088,102.0791392136239,104.12009117334088,102.0791392136239,101.0009179665087,112.0009007916725,100.83197569684957,110.03058594277276,0.26815906632514375,1,-0.03525473452187289,1197.0,1412.0,1225.2749999999999,0.9769235477749894,1.1523943604496951,0.1111111111111111,-14.945958014757196,296,242,68.22684937713943,0.03333333333333333
2016,temple,2015-12-02,fairleigh-dickinson,278,NEC,103.95115948911966,165,115.26545390197991,340,0.23359161030659578,278,0.31361255991159315,0.5102112886337049,0.20734951422651085,0.31860291207756375,0.5102112886337049,0.20734951422651085,0.9045805891611169,0.7853583570948258,98.37369520744916,106.34096239441963,98.50820614002262,106.25645829392839,104.9932907285929,116.95089559562787,89.06777501804766,103.82294748985338,0.1464364603154375,2,0.08662394144692442,1436.0,1402.0,1301.5875,1.10326812450181,1.077146177264302,0.6111111111111112,-9.71808998562301,199,34,72.23760922759855,0.06451612903225806
2016,temple,2015-12-05,wisconsin,38,B10,111.1157810242209,61,95.24210667618195,31,0.8547970648402554,38,0.6865138478683425,0.5745063511253775,0.7651336178488615,0.7015832295191986,0.5745063511253775,0.7651336178488615,0.6837511088370988,0.7910888773131534,109.1388467604098,99.46613383297228,109.77170646485817,99.42694159022282,113.18012145101127,94.32216502206619,119.49015132539162,99.6811119092398,0.8893839699790396,12,-0.0018990934260401104,1229.0,1151.0,1138.7625000000003,1.079241720727544,1.0107463145300268,0.6666666666666666,0.771128539292728,42,170,64.25435812590162,0.375
2016,temple,2015-12-09,pennsylvania,260,Ivy,98.53189195337552,272,107.02425130005578,234,0.278731076379236,260,0.46805148101514976,0.41833283274360367,0.5142187972672996,0.46805148101514976,0.41833283274360367,0.5142187972672996,0.8351677310498766,0.8297708432695725,102.35773227501032,103.54445202000464,102.35773227501032,103.54445202000464,99.85897838021387,107.45686531797823,100.54685116573535,110.8633151928448,0.24540822582916927,5,-0.004009553871688831,967.0,1042.0,970.6000000000001,0.9962909540490417,1.0735627446940035,0.35714285714285715,-10.653911035200418,222,175,68.69927007232508,0.18518518518518517
2016,temple,2015-12-13,saint-josephs,37,A10,113.50386541976016,37,97.21382651464742,56,0.8558974476716157,37,0.6145183903910608,0.5603959747474784,0.616051458650822,0.6301597031390872,0.5603959747474784,0.616051458650822,0.7732712356388975,0.809273116524968,105.97434663132225,100.97761896686421,106.43178730425807,100.61262995697544,113.47808838440673,97.27993590697183,138.48046234542036,112.62850719897835,0.9150017668757668,6,0.0703114329981479,1419.0,1262.0,1271.3374999999999,1.1161473644881867,0.9926553727865339,0.7222222222222222,3.8033346693679784,22,52,71.21233332349632,0.17647058823529413
2016,temple,2015-12-19,delaware-state,349,MEAC,88.46275233443674,345,112.70860943103509,319,0.0581084753809051,349,0.355132016411121,0.5782109917387298,0.18760625145906556,0.355132016411121,0.5782109917387298,0.18760625145906556,0.8814720922595424,0.763607029234968,99.84534563392852,106.27167136527893,99.84534563392852,106.27167136527893,88.39167243116738,113.56863417741417,75.05765037174736,112.11075052850059,0.009813313887404711,2,-0.011354788536830696,1048.0,1149.0,1101.2099999999998,0.9516804242605863,1.0433977170566924,0.3125,-19.818491302204848,346,196,67.12922480588048,0.06666666666666667
2016,temple,2015-12-29,cincinnati,34,Amer,109.00787125272761,87,92.23502270005449,10,0.8722969274676355,34,0.6028378704093127,0.4921872421656804,0.6672254430080125,0.6105063424475438,0.4921872421656804,0.6672254430080125,0.7548479353398346,0.7985160939660688,106.10119488533235,101.16537650165525,106.32551823485966,101.04563256265574,107.88261424154855,91.27521951016207,118.56055860183513,100.84959545812065,0.8653699701856188,10,-0.03145515767000273,1229.0,1114.0,1181.2875,1.040390252161307,0.9430388453276616,0.6666666666666666,0.6252659841401982,45,233,66.28768445923593,0.3125
2016,temple,2016-01-02,houston,65,Amer,116.7585731376567,22,104.12525438273741,183,0.7886669003048383,65,0.5319804481951984,0.35196817351316895,0.6588577488428375,0.5423241010116124,0.35196817351316895,0.6588577488428375,0.8072864168195316,0.9172926234247992,102.89762577553668,101.76591962511048,103.2537707591472,101.6292689443889,118.61624206926606,102.39079495609299,122.31083310746395,103.1332604794226,0.8766684106426589,6,0.012059835905647076,1336.0,1224.0,1178.5,1.133644463300806,1.0386084005091218,0.6666666666666666,-0.9449809977057607,75,134,67.39379916350882,0.1935483870967742
2016,temple,2016-01-05,connecticut,30,Amer,110.50174182717998,69,92.74466150854066,14,0.882319730800117,30,0.6241049316833007,0.5240079497296602,0.6693874800568618,0.6389897102571045,0.5240079497296602,0.6693874800568618,0.7393609725258814,0.7847251027438927,106.19979560214155,100.8221902222954,106.66859017176485,100.37241563249768,107.1039458165247,91.22328396566418,117.88661199600764,102.528196616733,0.8327483695149773,11,-0.02207095871520759,1206.0,1097.0,1169.9,1.030857338234037,0.9376869817933156,0.6111111111111112,1.546617387005484,38,218,66.88897035914528,0.3235294117647059
2016,temple,2016-01-09,east-carolina,184,Amer,102.53002462716877,186,104.46980410219155,187,0.4463232566908097,184,0.5660846896155339,0.4425152733341374,0.668022999429179,0.5660846896155339,0.4425152733341374,0.668022999429179,0.7799441611919559,0.8263565043836673,103.98574331731385,101.17059121322325,103.98574331731385,101.17059121322325,101.76073094533871,105.66939745301974,108.15667375797905,111.27241890727275,0.41906655648006474,7,-0.03331870394897929,1179.0,1360.0,1235.5875000000003,0.9542019484658105,1.1006909668477542,0.2222222222222222,-10.273771992627573,212,236,68.01977298633346,0.21875
