Year,Team,Rslt,Rslt_std,Tm,Tm_std,Opp_score,Opp_score_std,OT,OT_std,ORtg,ORtg_std,DRtg,DRtg_std,Pace,Pace_std,FTr,FTr_std,3PAr,3PAr_std,TS%,TS%_std,TRB%,TRB%_std,AST%,AST%_std,STL%,STL%_std,BLK%,BLK%_std,eFG%,eFG%_std,TOV%,TOV%_std,ORB%,ORB%_std,FT/FGA,FT/FGA_std,eFG%_opp,eFG%_opp_std,TOV%_opp,TOV%_opp_std,ORB%_opp,ORB%_opp_std,FT/FGA_opp,FT/FGA_opp_std,Spread,Spread_std
2022,alabama,0.59375,0.49899091723584604,79.33333333333333,6.883648406522183,75.66666666666667,7.610721182849686,0.0,0.0,107.43076923076924,11.557154294402036,101.64615384615384,10.40865911707097,74.5423076923077,3.710867615738732,0.34246153846153854,0.08737241247406678,0.4808461538461538,0.05171977749967015,0.5500384615384616,0.03910445577601689,52.357692307692304,4.309169114984751,53.71153846153846,5.38125092691853,9.161538461538463,2.44656116589419,11.846153846153843,5.072690076811771,0.5140384615384616,0.04859504564807467,16.092307692307696,3.0812884417948383,33.5923076923077,6.456124105184044,0.24630769230769228,0.06899493849886046,0.4956923076923077,0.05332074210343982,14.699999999999998,3.317710053636393,29.376923076923074,7.239298733568478,0.24619230769230765,0.0880786099939227,2.8846153846153846,7.976600394037164
