Year,Team,Rslt,Rslt_std,Tm,Tm_std,Opp_score,Opp_score_std,OT,OT_std,ORtg,ORtg_std,DRtg,DRtg_std,Pace,Pace_std,FTr,FTr_std,3PAr,3PAr_std,TS%,TS%_std,TRB%,TRB%_std,AST%,AST%_std,STL%,STL%_std,BLK%,BLK%_std,eFG%,eFG%_std,TOV%,TOV%_std,ORB%,ORB%_std,FT/FGA,FT/FGA_std,eFG%_opp,eFG%_opp_std,TOV%_opp,TOV%_opp_std,ORB%_opp,ORB%_opp_std,FT/FGA_opp,FT/FGA_opp_std,Spread,Spread_std
2019,north-dakota-state,0.5454545454545454,0.5056498968474316,73.77777777777777,7.851179888464258,72.78571428571429,9.413769044280173,0.0,0.0,107.9814814814815,12.089443489038024,106.52592592592593,11.732879264718267,67.37499999999999,3.5529460910525956,0.3066666666666667,0.10212511180673664,0.47266666666666673,0.054659786934201524,0.5826296296296296,0.06300375333639206,49.01851851851851,3.0690811750846962,46.7037037037037,6.5732254979799265,6.992592592592591,2.129450258765958,6.018518518518517,2.7086807798172834,0.5452222222222223,0.06715156985010352,13.411111111111108,3.175184226433936,18.78148148148148,4.677115896085225,0.23885185185185184,0.08451340526517476,0.522851851851852,0.06999654041104938,12.870370370370368,2.8448083367662003,21.592592592592595,5.286188529913511,0.18466666666666665,0.07084978692764227,-0.21428571428571427,10.77155768802521
