Year,Team,Rslt,Rslt_std,Tm,Tm_std,Opp_score,Opp_score_std,OT,OT_std,ORtg,ORtg_std,DRtg,DRtg_std,Pace,Pace_std,FTr,FTr_std,3PAr,3PAr_std,TS%,TS%_std,TRB%,TRB%_std,AST%,AST%_std,STL%,STL%_std,BLK%,BLK%_std,eFG%,eFG%_std,TOV%,TOV%_std,ORB%,ORB%_std,FT/FGA,FT/FGA_std,eFG%_opp,eFG%_opp_std,TOV%_opp,TOV%_opp_std,ORB%_opp,ORB%_opp_std,FT/FGA_opp,FT/FGA_opp_std,Spread,Spread_std
2011,boston-university,0.6176470588235294,0.4932702180563817,64.71428571428571,8.017837257372731,62.310344827586206,9.791043459187811,0.0,0.0,100.30714285714285,10.702991225074474,96.18214285714286,11.053843091429654,64.76428571428572,3.6240160131395753,0.38003571428571414,0.12122445729975055,0.3910000000000001,0.05873985333970771,0.5246785714285714,0.05502259035828328,50.91428571428572,5.032833991839785,45.767857142857146,9.813786733616645,8.007142857142858,2.549935158424487,10.375,4.6892015430253275,0.48003571428571423,0.05758117113988973,15.589285714285717,3.7374322028499023,31.88214285714286,7.204579488663139,0.2788571428571429,0.09529825084311157,0.4480357142857144,0.044755700768983074,14.521428571428576,2.3958849200795416,31.68965517241379,7.938844141650516,0.21532142857142852,0.06888533336958713,1.5862068965517242,8.024592741687936
