Year,Team,Rslt,Rslt_std,Tm,Tm_std,Opp_score,Opp_score_std,OT,OT_std,ORtg,ORtg_std,DRtg,DRtg_std,Pace,Pace_std,FTr,FTr_std,3PAr,3PAr_std,TS%,TS%_std,TRB%,TRB%_std,AST%,AST%_std,STL%,STL%_std,BLK%,BLK%_std,eFG%,eFG%_std,TOV%,TOV%_std,ORB%,ORB%_std,FT/FGA,FT/FGA_std,eFG%_opp,eFG%_opp_std,TOV%_opp,TOV%_opp_std,ORB%_opp,ORB%_opp_std,FT/FGA_opp,FT/FGA_opp_std,Spread,Spread_std
2016,pittsburgh,0.65625,0.48255870443481425,75.74074074074075,12.41151014363619,67.88461538461539,8.585228817344,0.0,0.0,111.92692307692309,13.726108194016472,100.91923076923078,11.100847507493082,67.97307692307693,3.7620800302287765,0.3521153846153846,0.09343632138438539,0.3091153846153846,0.042998908751806175,0.5545769230769231,0.06346096316755558,55.95000000000001,6.573720407805613,62.56538461538464,9.658279031284707,7.019230769230769,2.0356854827343502,9.23846153846154,3.8387578119049834,0.5124615384615384,0.06627351251849008,14.069230769230767,2.699891735721154,35.42307692307692,7.207180180476006,0.26580769230769236,0.07557355052173702,0.5031923076923077,0.0599660031889865,14.788461538461538,3.1637100907734164,24.46923076923077,6.124493071644002,0.21522222222222218,0.06838315882040263,5.962962962962963,14.53770027702901
