last5_Rslt,last5_Tm,last5_Opp_score,last5_OT,last5_FG,last5_FGA,last5_FG%,last5_3P,last5_3PA,last5_3P%,last5_2P,last5_2PA,last5_2P%,last5_eFG%,last5_FT,last5_FTA,last5_FT%,last5_ORB,last5_DRB,last5_TRB,last5_AST,last5_STL,last5_BLK,last5_TOV,last5_PF,last5_FG_opp,last5_FGA_opp,last5_FG%_opp,last5_3P_opp,last5_3PA_opp,last5_3P%_opp,last5_2P_opp,last5_2PA_opp,last5_2P%_opp,last5_eFG%_opp,last5_FT_opp,last5_FTA_opp,last5_FT%_opp,last5_ORB_opp,last5_DRB_opp,last5_TRB_opp,last5_AST_opp,last5_STL_opp,last5_BLK_opp,last5_TOV_opp,last5_PF_opp,last5_ORtg,last5_DRtg,last5_Pace,last5_FTr,last5_3PAr,last5_TS%,last5_TRB%,last5_AST%,last5_STL%,last5_BLK%,last5_TOV%,last5_ORB%,last5_FT/FGA,last5_TOV%_opp,last5_ORB%_opp,last5_FT/FGA_opp,last5_opp_rk,last5_opp_adjoe,last5_opp_oe_rank,last5_opp_adjde,last5_opp_de_rank,last5_opp_barthag,last5_opp_barthag_rank,last5_opp_sos,last5_opp_nconf_sos,last5_opp_conf_sos,last5_opp_proj_sos,last5_opp_proj_nconf_sos,last5_opp_proj_conf_sos,last5_opp_elite_sos,last5_opp_elite_nconf_sos,last5_opp_opp_oe,last5_opp_opp_de,last5_opp_proj_opp_oe,last5_opp_proj_opp_de,last5_opp_conf_adj_oe,last5_opp_conf_adj_de,last5_opp_qual_o,last5_opp_qual_d,last5_opp_qual_barthag,last5_opp_qual_games,last5_opp_fun,last5_opp_conf_pf,last5_opp_conf_pa,last5_opp_conf_poss,last5_opp_conf_oe,last5_opp_conf_de,last5_opp_conf_win%,last5_opp_wab,last5_opp_wab_rk,last5_opp_fun_rk,last5_opp_adjt,last5_opp_qual_games_ratio,last5_Spread,Team,Year
0.6,72.2,70.0,0.0,23.6,53.4,0.442,5.2,15.8,0.3154,18.4,37.6,0.48740000000000006,0.4906,19.8,27.6,0.7166,11.8,20.4,32.2,10.2,7.8,2.0,13.6,20.4,23.2,52.6,0.4516,7.4,19.6,0.37839999999999996,15.8,33.0,0.4932,0.5247999999999999,16.2,23.6,0.7121999999999999,9.8,17.4,27.2,15.2,7.6,4.4,15.4,21.4,104.88,101.3,68.86,0.5194,0.29359999999999997,0.5431999999999999,54.379999999999995,42.42,11.379999999999999,5.9399999999999995,16.919999999999998,40.32000000000001,0.3738,19.6,31.279999999999994,0.316,55.4,108.2707778066977,83.0,94.57108496171705,53.2,0.8059448564770838,55.4,0.7117297716812189,0.5283956827464996,0.8264747198758696,0.713163935074707,0.5283956827464996,0.8264747198758696,0.6743015097422598,0.8369405445705494,107.55937296320867,97.1182932537146,107.58942355824311,97.10087390925682,109.30458391611532,95.38952822554793,114.99202376009937,99.76199252579086,0.8110906475774626,16.2,-0.03547983357707011,1198.6,1223.4,1171.8025,1.0229591173459955,1.0448769083856202,0.4,-2.098703327177385,89.6,222.8,65.21386256429776,0.5064577223851418,2.2,st-johns-ny,2011
