Year,Team,opp_rk,opp_adjoe,opp_oe_rank,opp_adjde,opp_de_rank,opp_barthag,opp_barthag_rank,opp_sos,opp_nconf_sos,opp_conf_sos,opp_proj_sos,opp_proj_nconf_sos,opp_proj_conf_sos,opp_elite_sos,opp_elite_nconf_sos,opp_opp_oe,opp_opp_de,opp_proj_opp_oe,opp_proj_opp_de,opp_conf_adj_oe,opp_conf_adj_de,opp_qual_o,opp_qual_d,opp_qual_barthag,opp_qual_games,opp_fun,opp_conf_pf,opp_conf_pa,opp_conf_poss,opp_conf_oe,opp_conf_de,opp_conf_win%,opp_wab,opp_wab_rk,opp_fun_rk,opp_adjt,opp_qual_games_ratio
2019,texas-tech,97.61290322580645,107.86156756957635,103.41935483870968,98.86085698781945,106.2258064516129,0.6968034290762241,97.61290322580645,0.6414976213549795,0.5622872563947213,0.6970851035076355,0.6394812710770585,0.538661738508174,0.6970851035076355,0.7148185032573593,0.7963866312936322,106.72532022618716,99.53608598981704,105.0646356402843,97.54921341801571,108.94308176181165,100.0839065002138,112.9757171823154,104.49017311712582,0.6645173650875587,12.32258064516129,0.00503147750591427,1271.6129032258063,1286.7096774193549,1232.2080645161288,1.032627080061966,1.0440264970663333,0.471146953405018,-2.03427388448091,96.87096774193549,167.03225806451613,68.85613002854281,0.38380831505181134
