Year,Team,opp_rk,opp_adjoe,opp_oe_rank,opp_adjde,opp_de_rank,opp_barthag,opp_barthag_rank,opp_sos,opp_nconf_sos,opp_conf_sos,opp_proj_sos,opp_proj_nconf_sos,opp_proj_conf_sos,opp_elite_sos,opp_elite_nconf_sos,opp_opp_oe,opp_opp_de,opp_proj_opp_oe,opp_proj_opp_de,opp_conf_adj_oe,opp_conf_adj_de,opp_qual_o,opp_qual_d,opp_qual_barthag,opp_qual_games,opp_fun,opp_conf_pf,opp_conf_pa,opp_conf_poss,opp_conf_oe,opp_conf_de,opp_conf_win%,opp_wab,opp_wab_rk,opp_fun_rk,opp_adjt,opp_qual_games_ratio
2018,college-of-charleston,212.70967741935485,104.04459997571593,183.3548387096774,108.17534210971885,241.32258064516128,0.39898780490769525,212.70967741935485,0.46294934312162117,0.5230030518231565,0.4274609322400151,0.44253835347352066,0.45807254595577446,0.4274609322400151,0.874259172782341,0.8382156635376145,104.5256443560234,105.88761387057326,99.53241747341717,100.73504303151184,104.57683851148343,108.63729290647325,96.24535114014934,97.68909836064812,0.41450803939635317,1.7741935483870968,0.009815975329039847,1345.9354838709678,1359.1290322580646,1250.6004032258068,1.0753646353555661,1.0861759908178976,0.4771505376344087,-10.558467928155023,217.67741935483872,151.90322580645162,69.06169009197902,0.05819870640056151
