Year,Team,opp_rk,opp_adjoe,opp_oe_rank,opp_adjde,opp_de_rank,opp_barthag,opp_barthag_rank,opp_sos,opp_nconf_sos,opp_conf_sos,opp_proj_sos,opp_proj_nconf_sos,opp_proj_conf_sos,opp_elite_sos,opp_elite_nconf_sos,opp_opp_oe,opp_opp_de,opp_proj_opp_oe,opp_proj_opp_de,opp_conf_adj_oe,opp_conf_adj_de,opp_qual_o,opp_qual_d,opp_qual_barthag,opp_qual_games,opp_fun,opp_conf_pf,opp_conf_pa,opp_conf_poss,opp_conf_oe,opp_conf_de,opp_conf_win%,opp_wab,opp_wab_rk,opp_fun_rk,opp_adjt,opp_qual_games_ratio
2011,wisconsin,89.06451612903226,109.05710295323233,85.80645161290323,97.68656446155934,106.54838709677419,0.7236792406279382,89.06451612903226,0.6454979692705825,0.5141342935666691,0.722877627104197,0.6488710223630421,0.5141342935666691,0.722877627104197,0.6956975663634817,0.7985136321159538,106.42294300239588,98.85542404762045,106.48854663775552,98.76472883459373,110.92039755906657,99.36862042961027,115.62943041889517,102.74948172713671,0.7424829722402425,12.870967741935484,0.008558673591504943,1179.4516129032259,1178.258064516129,1114.975806451613,1.0583972762885863,1.0568414852363834,0.5149694286316678,-1.1876349044904926,85.6774193548387,148.38709677419354,65.23669987536228,0.4021348107228898
