rk,conf,adjoe,oe_rank,adjde,de_rank,barthag,barthag_rank,sos,nconf_sos,conf_sos,proj_sos,proj_nconf_sos,proj_conf_sos,elite_sos,elite_nconf_sos,opp_oe,opp_de,proj_opp_oe,proj_opp_de,conf_adj_oe,conf_adj_de,qual_o,qual_d,qual_barthag,qual_games,fun,conf_pf,conf_pa,conf_poss,conf_oe,conf_de,conf_win%,wab,wab_rk,fun_rk,adjt,Year,Team,qual_games_ratio
1,B12,121.3711529859761,3,90.78329819998316,5,0.9657542152044054,1,0.7594406579039675,0.6048966463197117,0.8394379949370587,0.7599162316640984,0.6048966463197114,0.8394379949370587,0.6156775812787364,0.7343522211718877,110.90082549125479,97.62184640007663,110.97479811859075,97.56691866816695,121.75436903348016,92.6628086115185,129.20257951809808,94.76967797835901,0.9724607802760677,19,0.0733507853852029,1401.0,1248.0,1245.1375,1.125176938289948,1.0022989428878337,0.8333333333333334,12.008284551642387,1,50,70.15280549148451,2016,kansas,0.5757575757575758
2,BE,118.51506274771768,11,90.81033188221184,6,0.9553007921265497,2,0.6914067413370395,0.5900739948584832,0.7411430548659521,0.7181825867831517,0.5900739948584832,0.7411430548659521,0.6641459897676575,0.7468892784571372,108.73881296462235,99.4421180505528,109.74048047189515,98.70501665902808,118.85407688052359,90.19419409844458,130.91929795488727,100.55302633400844,0.9541218555687371,13,0.030391850795957964,1396.0,1186.0,1244.425,1.1218032424613777,0.9530506057014284,0.8888888888888888,9.334703963977752,2,102,67.35463159839786,2016,villanova,0.38235294117647056
3,ACC,119.26622276685694,10,91.41114533389671,7,0.9551649400690385,3,0.752283922494546,0.6269513866160442,0.8122056581374464,0.7502749545014493,0.6269513866160442,0.8122056581374464,0.6429166620447251,0.7454207214884668,110.78571404184919,98.23819171080788,110.92250944370257,98.39417830907743,118.28874270848601,91.44047332644806,131.63451274263485,100.46847436009837,0.9571859092756207,17,0.0009493422806682306,1213.0,1079.0,1091.8750000000002,1.1109330280480822,0.9882083571837433,0.7222222222222222,9.057210637115594,3,160,61.61656349529398,2016,virginia,0.5151515151515151
4,SEC,124.46299763666133,1,95.60097978426211,36,0.954086364117416,4,0.7084309362097794,0.601920504425083,0.7658378951890565,0.7131849963625265,0.601920504425083,0.7658378951890565,0.6995504221314514,0.7680415098311195,108.2911434043078,98.33080960055288,108.54834386226956,98.32694583979284,125.51521392649524,93.80094947432202,129.2605484023459,100.39317673147374,0.9481649832921027,12,-0.056465789815572265,1428.0,1220.0,1221.1125000000002,1.1694254214906488,0.9990889455312265,0.7222222222222222,5.430549558971341,14,289,68.09177194091453,2016,kentucky,0.35294117647058826
5,B10,122.25576356605438,2,94.24144030483843,23,0.9522539586620569,5,0.6503702944147878,0.526042978170807,0.7055554896374482,0.6484629275137677,0.526042978170807,0.7055554896374482,0.7291834363767855,0.8029769344241815,106.88017915221229,99.56288555135086,106.74837174364745,99.55560821703617,122.99816384716544,96.23493994779372,132.923863491975,107.47825646479829,0.9200930077222923,11,0.021275961646137653,1446.0,1202.0,1214.775,1.1903438908439834,0.9894836492354551,0.7222222222222222,7.6168048243160795,8,117,67.62817241928252,2016,michigan-state,0.3235294117647059
6,B12,115.78148974853548,24,90.44645614399866,3,0.9447935560947992,6,0.7286181324894963,0.5480715974335569,0.8418567147456311,0.7307308086115051,0.5480715974335569,0.8418567147456311,0.6401300595638327,0.7871518582031803,110.47665386042657,98.43367106400586,110.45084610911825,98.392534827114,115.30564595159262,90.37744236604615,119.1062221418674,96.71300332501828,0.9164513830842376,17,0.024258961286811265,1365.0,1242.0,1267.5875,1.0768487382527832,0.9798140167838512,0.7222222222222222,7.8001451279157665,7,116,70.98560201617724,2016,west-virginia,0.5
7,ACC,119.52554665959833,7,93.49685125348606,20,0.9439816409852599,7,0.7237024146211174,0.6077395062416335,0.7820310959448625,0.7361173115928481,0.6077395062416335,0.7820310959448625,0.6663377492024761,0.7833710500925579,110.43131806063599,99.39105550542811,110.83341562703177,99.11049661408333,118.61514073131002,93.85171624623618,126.68629561135131,99.1245034447748,0.9438201956761285,15,0.04674940767545521,1438.0,1279.0,1275.3,1.1275778248255313,1.002901278130636,0.7777777777777778,8.962428288636461,4,79,72.37186760225835,2016,north-carolina,0.4411764705882353
8,B10,117.52720625429944,16,93.18761463414572,18,0.9351501682043073,8,0.6604622782549747,0.49784791405248136,0.755578165536924,0.663533666736319,0.49784791405248136,0.755578165536924,0.7206405950737724,0.8241427462395658,108.55709998140874,100.65578301765639,108.52217998414042,100.54350128709002,119.06381201943744,97.02457785197144,126.58432468981303,101.79033444952044,0.92462590705366,14,-0.023044822672539267,1363.0,1251.0,1204.9625,1.1311555338859092,1.038206583192423,0.6666666666666666,4.73191742415084,15,222,68.81087571378984,2016,purdue,0.4117647058823529
9,B12,117.24543796375275,20,93.23622335966219,19,0.9330824107563808,9,0.7424631962805917,0.5597778736423838,0.8432020240819015,0.7607429337415436,0.5597778736423838,0.8432020240819015,0.6080949571538605,0.7753260634738943,110.63403881139318,98.1412712635147,110.98690757630906,97.53458731542386,117.71184618490958,93.75186191039955,120.50687704105673,96.5603710931463,0.9274182828782442,17,0.08276209494193465,1393.0,1307.0,1285.2499999999998,1.0838358296051354,1.0169227776697143,0.6666666666666666,8.401311589942507,5,39,71.21504854939784,2016,oklahoma,0.53125
10,MVC,111.30181952177108,58,89.3374946727163,1,0.9260801803404609,10,0.5599361042117226,0.6673035771327211,0.48598541318430794,0.5914992772897093,0.6673035771327211,0.48598541318430794,0.7841971989865484,0.7347880270431223,102.8711175888352,100.1385736614167,104.11454870782282,99.6710495116146,114.17906257021566,88.88354706597936,122.10537653286129,101.65240647920072,0.8917014679924289,5,-0.1125601490337036,1368.0,1024.0,1197.825,1.1420700018784045,0.8548828084236011,0.8888888888888888,0.5033274038598394,50,344,66.87133819722482,2016,wichita-state,0.16129032258064516
11,SEC,115.30395240076075,25,93.11651819005694,16,0.9211286234688948,11,0.6958250227486408,0.6029455835767146,0.7612558406114966,0.7028024517665847,0.6029455835767146,0.7612558406114966,0.6778940262349191,0.7268545246192731,109.16040287028709,99.05018264470958,109.22529428396916,98.75585876676985,116.45114822981185,94.01399523297285,112.95616671935754,94.13449770048709,0.8905299168662338,11,-0.13077075480553801,1378.0,1274.0,1268.125,1.0866436668309511,1.0046328240512568,0.6111111111111112,0.017248129577685622,60,348,68.70420336860973,2016,vanderbilt,0.34375
12,SEC,113.82673785476427,33,91.95896796612236,8,0.9208062435116763,12,0.7079974947237293,0.6007157533850861,0.7588018550442573,0.7122603417495645,0.6007157533850861,0.7588018550442573,0.7025036177513319,0.7727103343453685,109.2722948338003,99.50865026818089,109.39614088874782,99.40137079536099,114.9885930528001,94.76954983900083,130.11251305564377,101.60980497184414,0.9449809114532428,13,0.01646518932076979,1333.0,1209.0,1215.4250000000002,1.0967357097311639,0.994713783244544,0.7222222222222222,5.656944641433844,12,127,68.14790474129896,2016,texas-am,0.38235294117647056
13,B10,120.56427926730244,6,97.43509004797026,60,0.9205220483248326,13,0.6204497810997806,0.4685885800172614,0.718682781394816,0.6398661113741889,0.4685885800172614,0.718682781394816,0.7362211348552613,0.8545301656943257,107.4302916624724,101.43474246537153,108.19827317704205,100.99858510801148,120.86088218496076,95.97423183064527,127.20164368532674,102.01995815020224,0.9266924931658511,9,-0.010455021615097149,1406.0,1223.0,1218.1750000000002,1.1541855644714427,1.00396084306442,0.8333333333333334,3.5568961421337058,26,191,69.40561779464217,2016,indiana,0.28125
14,ACC,111.11508937748715,62,89.82248026643896,2,0.9202984569170392,14,0.64428912763528,0.40108443311279357,0.819936962568187,0.64428912763528,0.40108443311279357,0.819936962568187,0.6918226788515022,0.844523753009525,109.94692403757173,101.5004417846782,109.94692403757173,101.5004417846782,108.66014136152091,90.3961908180171,109.1180264866037,93.18169477266629,0.8600380893106787,13,0.01664079139630792,1218.0,1149.0,1169.8,1.0412036245512053,0.9822191827662848,0.6666666666666666,4.581527426960561,17,125,67.18727022627623,2016,louisville,0.41935483870967744
